treatment,timepoint,Material,description,Order,Order_rep_rel_abund,st_dev_Order_abund
no UV,T6,PP,PP_no UV_T6, PB19,1.8007150170174413e-4,2.4153629713994913e-4
no UV,T6,PS,PS_no UV_T6, Victivallales,2.686160517277768e-4,3.8637461698010577e-4
no UV,T6,PS,PS_no UV_T6, Sneathiellales,2.686160517277768e-4,3.8448524322752374e-4
no UV,T1,Nylon,Nylon_no UV_T1, Puniceispirillales,8.081533695505769e-4,0.0011448501381948837
UV,T6,PP,PP_UV_T6, Micavibrionales,0.002855671700365053,7.816699341600361e-4
UV,T6,PE,PE_UV_T6, Oxyphotobacteria Incertae Sedis,8.856508777249466e-4,4.524839544925777e-4
no UV,T1,PP,PP_no UV_T1, Rhodovibrionales,0.0034573011540820417,0.00229701889023323
no UV,T1,PET,PET_no UV_T1, Xanthomonadales,0.004413291796469367,0.006242518178121094
UV,T1,Nylon,Nylon_UV_T1, Puniceispirillales,6.433453960595093e-4,9.113790690439939e-4
NA,NA,negative_c,negative_c_, Obscuribacterales,1.258404343292705e-4,2.1822196878301968e-4
NA,NA,negative_c,negative_c_, Ardenticatenales,3.3262328723865494e-4,4.005893147236147e-4
UV,T6,PP,PP_UV_T6, EPR3968-O8a-Bc78,3.3834780311470263e-4,4.112733221858775e-4
no UV,T1,PS,PS_no UV_T1, Caulobacterales,0.0043214760497094626,0.003916422423114072
UV,T6,Nylon,Nylon_UV_T6, KI89A clade,0.0013088931154396199,7.934359984866927e-4
no UV,T6,PET,PET_no UV_T6, Bradymonadales,9.34301460778723e-4,6.742742885443861e-4
UV,T6,PET,PET_UV_T6, Rhodothermales,5.160773905441983e-4,7.318794749630701e-4
UV,T6,PET,PET_UV_T6, SAR86 clade,0.0036060844972658932,0.002589229619730793
UV,T6,PET,PET_UV_T6, Nitrosococcales,0.001123546620244778,8.929245254402008e-4
no UV,T1,PP,PP_no UV_T1, Ga0077536,8.033929338788933e-4,0.0011396921966800515
no UV,T1,PP,PP_no UV_T1, Caulobacterales,0.007856594527349289,0.002830278079888139
UV,T6,PET,PET_UV_T6, Coxiellales,0.0014509576320371443,0.0020607896538334274
UV,T1,PET,PET_UV_T1, Bacillales,0.003775049409576333,0.0031001542561838622
no UV,T1,Nylon,Nylon_no UV_T1, Bacillales,0.0034606159790799506,0.0015383360750089526
NA,NA,negative_c,negative_c_, Saccharimonadales,1.657267367394605e-4,1.7206389436401126e-4
NA,NA,negative_c,negative_c_, Fusobacteriales,1.222816310875785e-4,1.741062063803608e-4
no UV,T6,PS,PS_no UV_T6, Thalassobaculales,4.700780905236094e-4,6.668912611272281e-4
no UV,T6,PE,PE_no UV_T6, WCHB1-41,1.6506364473224775e-4,2.3494616854338865e-4
no UV,T6,PET,PET_no UV_T6, mle1-8,2.5035868696497867e-4,3.6980428869776713e-4
UV,T6,Nylon,Nylon_UV_T6, JGI 0000069-P22,2.109396550325334e-4,3.164094825488001e-4
UV,T6,PET,PET_UV_T6, Sneathiellales,0.0013862378339662151,0.0014369317901866544
UV,T6,PE,PE_UV_T6, Saccharimonadales,5.018352753045086e-4,3.7715694102769985e-4
no UV,T1,PP,PP_no UV_T1, Fibrobacterales,8.507742045261188e-4,0.0012119910156554799
no UV,T1,PP,PP_no UV_T1, Sphingomonadales,0.006844339761819266,0.0031343068821890483
no UV,T1,PS,PS_no UV_T1, Synechococcales,0.0019574944071588368,0.0027716645837027915
NA,NA,negative_c,negative_c_, Elsterales,6.292021716463525e-5,1.1650560346614642e-4
NA,NA,negative_c,negative_c_, Bradymonadales,4.4724296733991107e-4,5.40200592077718e-4
UV,T6,PS,PS_UV_T6, Bradymonadales,1.365001365001365e-4,1.9334748903996143e-4
no UV,T6,PP,PP_no UV_T6, Kordiimonadales,1.6076772773366966e-4,2.287254381612006e-4
no UV,T6,PE,PE_no UV_T6, Clostridiales,5.565051895575039e-4,3.9615719859886387e-4
no UV,T6,PE,PE_no UV_T6, Bdellovibrionales,0.0026633072749735437,0.001924130844358419
UV,T1,PP,PP_UV_T1, HOC36,2.4754831952775397e-4,3.518678114385294e-4
no UV,T6,PE,PE_no UV_T6, Lentisphaerales,4.308545731173676e-4,6.109920447067155e-4
UV,T6,PE,PE_UV_T6, Thermoanaerobaculales,5.238390026833573e-4,9.615474624045502e-5
UV,T6,PE,PE_UV_T6, Oligoflexales,2.486644068696387e-4,2.617097848632672e-4
UV,T1,Nylon,Nylon_UV_T1, Cytophagales,0.0024988049236173374,0.0019802859771927543
no UV,T1,PE,PE_no UV_T1, Nitrosopumilales,0.0010023459159735552,0.0014445342089902293
NA,NA,negative_c,negative_c_, Actinomarinales,2.2207297315696834e-4,3.267617814162835e-4
no UV,T6,PP,PP_no UV_T6, Rickettsiales,3.972432482651043e-4,5.335836996872699e-4
UV,T6,PE,PE_UV_T6, Phormidesmiales,0.0014893039120830347,8.072386046158379e-4
no UV,T6,PET,PET_no UV_T6, Desulfovibrionales,2.3110032642921106e-4,3.382962381310454e-4
no UV,T1,PS,PS_no UV_T1, Vibrionales,0.0033979025709541004,0.0027410933929420743
UV,T1,PET,PET_UV_T1, Rhodospirillales,0.0011588606544205649,0.001245850035608489
UV,T6,PE,PE_UV_T6, Puniceispirillales,8.056608773476442e-4,3.958158931468255e-4
UV,T6,PET,PET_UV_T6, Alteromonadales,0.013346502872157594,0.0043053977730068554
UV,T1,PE,PE_UV_T1, Verrucomicrobiales,0.004075509890746033,0.0016367805934785473
no UV,T1,PP,PP_no UV_T1, Opitutales,8.260497961290542e-4,8.503019328707648e-4
NA,NA,negative_c,negative_c_, Rickettsiales,2.123094944774213e-4,2.1274179636088732e-4
no UV,T6,PET,PET_no UV_T6, Steroidobacterales,0.0019836111351840616,0.0028067591860328335
UV,T6,PET,PET_UV_T6, SAR324 clade(Marine group B),2.422404078064604e-4,3.437508860384759e-4
no UV,T1,PP,PP_no UV_T1, Blastocatellales,4.297218018421987e-4,6.096385263248416e-4
UV,T6,PE,PE_UV_T6, SS1-B-02-17,7.126816382331101e-4,2.2939388638216763e-4
no UV,T6,PS,PS_no UV_T6, Gemmatales,9.99875015623047e-4,0.0014550318712340934
no UV,T1,PP,PP_no UV_T1, Ardenticatenales,6.807267686519135e-4,9.641960630252009e-4
no UV,T1,PP,PP_no UV_T1, Thermoanaerobaculales,9.065853831779767e-4,6.467302189489606e-4
UV,T1,PE,PE_UV_T1, Rhodobacterales,0.012004742261395645,0.006448831476320251
no UV,T6,PE,PE_no UV_T6, Deinococcales,5.536875331452378e-4,5.505165822486491e-4
no UV,T1,PET,PET_no UV_T1, SJA-15,0.0026933850463262228,0.00417257417173822
no UV,T1,Nylon,Nylon_no UV_T1, Caulobacterales,0.010338654055189488,0.011167134776880012
no UV,T6,PP,PP_no UV_T6, Caldilineales,1.484009794464643e-4,2.107506425752694e-4
UV,T6,Nylon,Nylon_UV_T6, Leptolyngbyales,1.8383197757249872e-4,2.65569233334111e-4
no UV,T6,PS,PS_no UV_T6, KI89A clade,3.6948196187961394e-4,3.976924808335207e-4
UV,T6,PP,PP_UV_T6, Ectothiorhodospirales,6.047852983868046e-4,7.042976929508585e-4
no UV,T6,PET,PET_no UV_T6, KI89A clade,7.015874938138931e-4,9.753854418397238e-4
UV,T6,Nylon,Nylon_UV_T6, Puniceispirillales,3.806140546241736e-4,2.913021544882271e-4
no UV,T6,PP,PP_no UV_T6, Piscirickettsiales,8.786899195767489e-5,1.2477376569589144e-4
no UV,T1,PS,PS_no UV_T1, Sphingomonadales,0.0038195015600219566,0.0024720638755567266
UV,T6,Nylon,Nylon_UV_T6, Deinococcales,1.7346460384435068e-4,2.471132061540257e-4
UV,T6,PET,PET_UV_T6, Actinomarinales,4.739486239691617e-4,6.718661621540465e-4
UV,T6,PET,PET_UV_T6, Puniceispirillales,2.4224040780646043e-4,3.4316377905822126e-4
no UV,T1,PP,PP_no UV_T1, HOC36,0.001233114735721092,0.0017527623865050516
no UV,T1,PP,PP_no UV_T1, Nitrosococcales,7.47342264073389e-4,0.0010588214610216865
UV,T1,PE,PE_UV_T1, Caldilineales,0.0013730228471001758,0.0013816855377488677
UV,T6,PE,PE_UV_T6, Ardenticatenales,5.670251610136514e-4,1.6896176272729386e-5
UV,T6,PET,PET_UV_T6, SAR11 clade,0.0012091313600309536,0.0017198829204709905
UV,T1,PET,PET_UV_T1, Rhodobacterales,0.005265259675420634,0.0025860649435454756
NA,NA,negative_c,negative_c_, Francisellales,8.233969878018497e-5,9.693773130618812e-5
NA,NA,negative_c,negative_c_, KI89A clade,9.443456994889463e-4,0.0010826763204026522
no UV,T6,PET,PET_no UV_T6, SAR11 clade,2.0221278562555968e-4,2.876298868713146e-4
no UV,T1,PS,PS_no UV_T1, Bifidobacteriales,8.705745792222867e-4,0.0012383157027391132
UV,T6,Nylon,Nylon_UV_T6, Gastranaerophilales,1.3127051101734645e-4,2.0336340120732802e-4
UV,T6,PET,PET_UV_T6, Rhodovibrionales,0.0036828631351889557,0.0016614004827496653
UV,T6,PE,PE_UV_T6, Obscuribacterales,5.721914934197981e-4,8.104884825710991e-4
no UV,T1,PP,PP_no UV_T1, Steroidobacterales,0.002042721073953871,0.0013183748938354885
NA,NA,negative_c,negative_c_, Desulfobacterales,1.2625037069864727e-4,2.1285740240519846e-4
NA,NA,negative_c,negative_c_, SS1-B-07-19,7.174134852478532e-5,1.3283916489806826e-4
no UV,T6,PP,PP_no UV_T6, SZB50,1.2366748287205361e-4,1.7573104797643057e-4
no UV,T6,PP,PP_no UV_T6, Caenarcaniphilales,1.2366748287205361e-4,2.1419836357855078e-4
no UV,T6,PP,PP_no UV_T6, EC3,1.4221760530286166e-4,2.0424448577572695e-4
UV,T6,Nylon,Nylon_UV_T6, Nitrosococcales,4.751492793425846e-4,1.631340026121802e-4
no UV,T1,PS,PS_no UV_T1, Rhodobacterales,0.017635169854972342,0.011850190139185195
UV,T1,PP,PP_UV_T1, Rhodospirillales,2.466625403254482e-4,3.113246815129406e-4
UV,T6,PET,PET_UV_T6, Spirochaetales,2.10643832875183e-4,3.0298796264361223e-4
no UV,T6,PE,PE_no UV_T6, Verrucomicrobiales,0.0013732197077486322,0.0012958139758080995
no UV,T6,PE,PE_no UV_T6, Rhodovibrionales,8.183318640347689e-4,6.165882336305712e-4
no UV,T1,PP,PP_no UV_T1, Actinomarinales,0.0018870392167853072,0.0026750532279174125
UV,T6,PE,PE_UV_T6, Steroidobacterales,5.729934713030788e-4,4.713454676580392e-4
no UV,T1,PP,PP_no UV_T1, Bifidobacteriales,0.0010003658204808072,0.0010553448543930708
no UV,T1,Nylon,Nylon_no UV_T1, Bifidobacteriales,0.00127256820170206,0.0018101162434376243
no UV,T1,Nylon,Nylon_no UV_T1, Bacteroidales,5.302367507091917e-4,7.503296034291442e-4
NA,NA,negative_c,negative_c_, Balneolales,2.1256695859195646e-4,3.6873930397538407e-4
no UV,T6,PE,PE_no UV_T6, Gammaproteobacteria Incertae Sedis,2.712432840736384e-4,2.3430148587364518e-4
UV,T6,PP,PP_UV_T6, Aeromonadales,3.0654219896725183e-4,3.5156037899793395e-4
UV,T6,PP,PP_UV_T6, Bradymonadales,5.140196876597286e-4,3.645786977212262e-4
no UV,T6,Nylon,Nylon_no UV_T6, Rickettsiales,3.913607122764964e-4,5.544621788756108e-4
UV,T6,Nylon,Nylon_UV_T6, Gemmatales,2.3527884599782573e-4,3.423810118314587e-4
no UV,T1,PS,PS_no UV_T1, Steroidobacterales,0.0010411730056527839,0.00128049487870486
UV,T1,PP,PP_UV_T1, Arenicellales,7.616871370084737e-4,0.0010773070367638025
UV,T6,PET,PET_UV_T6, Bacteroidales,8.847040980757685e-4,0.0012519307161819155
UV,T6,PET,PET_UV_T6, Francisellales,2.0011164123142383e-4,2.878385645114316e-4
no UV,T1,PP,PP_no UV_T1, SAR86 clade,6.845117636325911e-4,7.917257796075161e-4
no UV,T1,PP,PP_no UV_T1, SAR324 clade(Marine group B),7.107658791457822e-4,5.04306561658836e-4
UV,T6,PE,PE_UV_T6, Coxiellales,1.451389342448059e-4,2.0614028105022503e-4
UV,T1,PS,PS_UV_T1, Myxococcales,0.0013195639701663797,0.0013207312096428741
no UV,T1,PP,PP_no UV_T1, Parvibaculales,6.620589701590709e-4,9.118729780668899e-4
NA,NA,negative_c,negative_c_, Legionellales,4.719016287347643e-5,8.34937191040028e-5
NA,NA,negative_c,negative_c_, EC3,5.699863806432072e-5,8.789093448025602e-5
NA,NA,negative_c,negative_c_, OM182 clade,4.325452533907437e-4,4.860702359005574e-4
UV,T6,PS,PS_UV_T6, NB1-j,1.8302030045769764e-4,1.312814522045223e-4
no UV,T6,PP,PP_no UV_T6, Pasteurellales,5.302114859934738e-4,7.411278278066252e-4
UV,T6,PP,PP_UV_T6, Thiotrichales,2.0743182398010282e-4,2.615185946043305e-4
UV,T6,Nylon,Nylon_UV_T6, Solirubrobacterales,1.8660046406724108e-4,2.666855023323665e-4
no UV,T6,PP,PP_no UV_T6, OM182 clade,5.065741942390051e-4,4.16980274475252e-4
UV,T6,Nylon,Nylon_UV_T6, Saccharimonadales,1.0782934833567746e-4,1.532942243427187e-4
UV,T1,PP,PP_UV_T1, Caldilineales,2.0946396267733028e-4,2.9746882328721277e-4
no UV,T1,Nylon,Nylon_no UV_T1, Clostridiales,0.001666191207654319,0.0010057971656957502
UV,T6,PET,PET_UV_T6, Parvibaculales,9.240638090416217e-4,6.800942816057511e-4
UV,T1,PET,PET_UV_T1, Oceanospirillales,0.002989909964499369,0.0036936397608376024
no UV,T6,PP,PP_no UV_T6, Enterobacteriales,8.767666588023046e-4,5.987313727878687e-4
UV,T6,PE,PE_UV_T6, NB1-j,7.128239660993726e-4,3.985445204622552e-4
no UV,T6,PS,PS_no UV_T6, Erysipelotrichales,5.62429696287964e-4,8.233127724537681e-4
no UV,T6,PE,PE_no UV_T6, Micrococcales,0.0012428317077737283,7.241430829066674e-4
UV,T1,Nylon,Nylon_UV_T1, Chitinophagales,0.002397552016247197,0.00177434413936176
UV,T1,Nylon,Nylon_UV_T1, Caulobacterales,0.004477082280643851,0.005029103592233842
UV,T1,Nylon,Nylon_UV_T1, Absconditabacteriales (SR1),0.0018159806295399512,0.002631605946644571
no UV,T6,PP,PP_no UV_T6, Oxyphotobacteria Incertae Sedis,1.5609165666459978e-4,1.9281755802276487e-4
no UV,T6,PP,PP_no UV_T6, 113B434,1.0511736044124557e-4,1.8206860904176816e-4
UV,T6,PE,PE_UV_T6, SAR11 clade,2.081874072235946e-4,1.5553031871800739e-4
no UV,T6,PS,PS_no UV_T6, Marine Group II,1.6308831712043593e-4,2.824772513735002e-4
no UV,T6,PE,PE_no UV_T6, Nostocales,9.548497521035406e-4,8.89429153260201e-4
UV,T6,PP,PP_UV_T6, Actinomarinales,3.5451284733723496e-4,2.5138360641246185e-4
no UV,T6,Nylon,Nylon_no UV_T6, AT-s2-59,1.7122031162096715e-4,2.4557689793823614e-4
no UV,T6,Nylon,Nylon_no UV_T6, SZB50,2.3644709700038324e-4,3.359904736627561e-4
UV,T6,Nylon,Nylon_UV_T6, NRL2,4.218793100650668e-4,6.014197072530195e-4
no UV,T1,PS,PS_no UV_T1, Alteromonadales,0.0024270701735479494,0.0017309969563072175
UV,T6,Nylon,Nylon_UV_T6, Synechococcales,5.269048505980583e-4,4.7663813651961163e-4
UV,T1,PP,PP_UV_T1, Microtrichales,4.8557554984290203e-4,6.868326456692187e-4
UV,T6,PET,PET_UV_T6, KI89A clade,0.0018397356520204002,0.0018271990888606066
UV,T6,PET,PET_UV_T6, Planctomycetales,3.2649794095653364e-4,4.6263526662852094e-4
UV,T6,PE,PE_UV_T6, Candidatus Campbellbacteria,4.026532731472653e-4,5.816850934273291e-4
no UV,T6,PS,PS_no UV_T6, Tistrellales,5.311836020497438e-4,7.967754030746157e-4
no UV,T1,PET,PET_no UV_T1, Actinomarinales,0.002249913464866736,0.0031894611533191935
NA,NA,negative_c,negative_c_, Sneathiellales,1.199638517402532e-4,1.5340160892690497e-4
NA,NA,negative_c,negative_c_, Deinococcales,1.3551143610237226e-4,2.359987989075773e-4
UV,T6,PE,PE_UV_T6, Calditrichales,2.9295651735986104e-4,2.156148094500339e-4
no UV,T6,PS,PS_no UV_T6, Ardenticatenales,1.5349488670158675e-4,2.1741346494315387e-4
no UV,T6,PET,PET_no UV_T6, Beggiatoales,1.540668842861407e-4,2.6685167134743085e-4
no UV,T6,PET,PET_no UV_T6, Diplorickettsiales,1.540668842861407e-4,2.2757186996785669e-4
no UV,T6,Nylon,Nylon_no UV_T6, Micavibrionales,5.462743275526096e-4,7.727880013820667e-4
UV,T6,Nylon,Nylon_UV_T6, Limnotrichales,3.9880352051734465e-4,0.00054933423248597975
UV,T6,Nylon,Nylon_UV_T6, NB1-j,0.00034931969056191723,1.6751270723053217e-4
UV,T6,Nylon,Nylon_UV_T6, Legionellales,8.438818565400843e-5,1.2280284811966226e-4
UV,T1,PP,PP_UV_T1, Brocadiales,1.7137960582690659e-4,2.655001436988803e-4
no UV,T1,Nylon,Nylon_no UV_T1, Rhodobacterales,0.017144219488533126,0.019060994239509188
UV,T6,PET,PET_UV_T6, MBAE14,5.582061571192349e-4,7.941640382134837e-4
no UV,T6,PE,PE_no UV_T6, Eurycoccales,2.55819902788437e-4,3.6796876552984203e-4
no UV,T1,PP,PP_no UV_T1, Erysipelotrichales,5.978738112587112e-4,8.751976440320908e-4
no UV,T1,PP,PP_no UV_T1, Candidatus Peribacteria,3.3630401883302503e-4,4.873508238166954e-4
no UV,T6,PS,PS_no UV_T6, Planctomycetales,7.186601674790652e-4,0.00101831434900607
UV,T1,PS,PS_UV_T1, Rhodospirillales,3.4196873905283e-4,3.4231679892822203e-4
UV,T1,PE,PE_UV_T1, Corynebacteriales,0.002034177569014685,2.7257007343970324e-4
UV,T1,PE,PE_UV_T1, Clostridiales,0.0017693227146350398,9.806156502007074e-5
UV,T1,Nylon,Nylon_UV_T1, Tenderiales,3.8198632891033366e-4,5.535507804133481e-4
no UV,T1,PS,PS_no UV_T1, Planctomycetales,8.855331841909022e-4,0.001254767119132005
no UV,T1,PS,PS_no UV_T1, Opitutales,7.457121551081282e-4,0.0010549096915202763
no UV,T1,PET,PET_no UV_T1, Enterobacteriales,0.005738604012731719,0.005331942621625529
UV,T1,Nylon,Nylon_UV_T1, Actinomarinales,0.00211864406779661,0.0030033745997194096
UV,T1,Nylon,Nylon_UV_T1, Verrucomicrobiales,0.005044390637610976,0.0071353435739810326
no UV,T1,PE,PE_no UV_T1, Blastocatellales,0.0010538714276858224,0.0014951082801848894
no UV,T6,PP,PP_no UV_T6, Obscuribacterales,2.102347208824911e-4,2.9778985159920453e-4
no UV,T6,PP,PP_no UV_T6, SBR1031,1.2985085701565626e-4,1.8421705571762474e-4
no UV,T6,PP,PP_no UV_T6, ML602M-17,9.275061215404019e-5,1.4368863048925637e-4
no UV,T6,PS,PS_no UV_T6, Candidatus Peribacteria,1.4390145628273758e-4,2.0853302173184595e-4
no UV,T6,PE,PE_no UV_T6, Parvibaculales,4.7495295512902194e-4,3.4757709077454045e-4
no UV,T6,PET,PET_no UV_T6, Desulfobacterales,4.6220065285842207e-4,6.547882053984078e-4
no UV,T6,PET,PET_no UV_T6, Dadabacteriales,1.444377040182569e-4,2.0642736257055677e-4
no UV,T6,PP,PP_no UV_T6, MBAE14,1.504049976491442e-4,1.4234727029457402e-4
no UV,T6,PP,PP_no UV_T6, Aeromonadales,2.2922694601491895e-4,7.90005818744731e-5
UV,T6,Nylon,Nylon_UV_T6, Ardenticatenales,5.578072387267012e-4,7.803461719158698e-4
UV,T6,PET,PET_UV_T6, Thiohalorhabdales,2.590090872764211e-4,2.706891627229421e-4
UV,T6,PET,PET_UV_T6, OM182 clade,0.0011340788118885373,9.047646385891936e-4
UV,T6,PET,PET_UV_T6, Candidatus Kuenenbacteria,1.5798287465638723e-4,2.7363436563064824e-4
UV,T1,PET,PET_UV_T1, Corynebacteriales,0.0038145534086726474,0.001781245618086775
UV,T1,PE,PE_UV_T1, Omnitrophales,0.0012082601054481546,0.0013235826301750497
UV,T1,PET,PET_UV_T1, Caulobacterales,0.0024810838040090974,0.0020438001698363044
UV,T1,PE,PE_UV_T1, Betaproteobacteriales,0.005155411152379998,0.004071891868644218
no UV,T1,PS,PS_no UV_T1, Puniceispirillales,9.787472035794184e-4,0.001386517601106936
NA,NA,negative_c,negative_c_, Actinomycetales,5.617876532556718e-5,9.755365545388613e-5
UV,T6,PE,PE_UV_T6, P.palmC41,9.093979785382082e-5,1.3312223303920285e-4
UV,T6,Nylon,Nylon_UV_T6, Paracaedibacterales,1.2408658486143666e-4,1.816441608273156e-4
no UV,T6,PS,PS_no UV_T6, UBA10353 marine group,2.2064889963353094e-4,3.136326902096611e-4
no UV,T6,PE,PE_no UV_T6, Piscirickettsiales,3.5279551850212046e-4,2.505068452607449e-4
no UV,T6,PE,PE_no UV_T6, Myxococcales,3.047328825826112e-4,4.312114028073916e-4
no UV,T6,PET,PET_no UV_T6, Syntrophobacterales,1.348085237503731e-4,2.3349521242900197e-4
UV,T6,PP,PP_UV_T6, Legionellales,2.4067388688327312e-4,3.502319495109501e-4
UV,T6,PP,PP_UV_T6, OPB56,1.1618739366778703e-4,2.0124246903161362e-4
no UV,T6,Nylon,Nylon_no UV_T6, Solirubrobacterales,2.1198705248310222e-4,3.029674865065823e-4
UV,T6,Nylon,Nylon_UV_T6, Obscuribacterales,1.1720581340834506e-4,1.6601778067355338e-4
UV,T1,PP,PP_UV_T1, Synechococcales,0.00035228030086641913,4.988023617726687e-4
no UV,T1,Nylon,Nylon_no UV_T1, Frankiales,2.3945285023720797e-4,3.4388797476993244e-4
UV,T6,PE,PE_UV_T6, Micrococcales,8.215663487307152e-4,2.6843836121882207e-4
UV,T6,PE,PE_UV_T6, Rhodovibrionales,0.0017272927351810418,5.192845860633496e-4
no UV,T6,PS,PS_no UV_T6, Synechococcales,4.999375078115236e-4,7.078738408642621e-4
no UV,T1,PP,PP_no UV_T1, Myxococcales,5.83841025615539e-4,4.2716445082807025e-4
no UV,T1,PET,PET_no UV_T1, Cellvibrionales,0.0032647517763258233,0.0024877990231402785
UV,T1,Nylon,Nylon_UV_T1, Chlamydiales,7.036590269400883e-4,0.001003521960129885
no UV,T1,PET,PET_no UV_T1, Micavibrionales,0.002027506425527316,0.0018775005628298964
no UV,T1,PE,PE_no UV_T1, Rhodospirillales,0.0038286973263094277,0.0037558718637701553
no UV,T1,PE,PE_no UV_T1, 1-20,3.198976327575176e-4,4.682821847161867e-4
no UV,T1,PE,PE_no UV_T1, Nostocales,8.664385043553157e-4,7.626633533326792e-4
no UV,T1,PE,PE_no UV_T1, Ignavibacteriales,8.67894116917736e-4,0.0013445357844375136
NA,NA,negative_c,negative_c_, PB19,1.332342878151514e-4,1.3707964358393343e-4
NA,NA,negative_c,negative_c_, unidentified marine bacterioplankton,9.831221834877987e-5,1.7194308196168815e-4
no UV,T6,PE,PE_no UV_T6, Desulfobacterales,1.2062343268895028e-4,1.7088422643052128e-4
UV,T6,PP,PP_UV_T6, Vampirovibrionales,1.0788829412008794e-4,1.6183244118013194e-4
UV,T6,Nylon,Nylon_UV_T6, Planctomycetales,8.438818565400843e-5,1.1957487589649699e-4
no UV,T6,PE,PE_no UV_T6, Corynebacteriales,0.0012887287095072247,0.0016899396871040845
no UV,T1,PP,PP_no UV_T1, OM182 clade,4.1103824524036395e-4,5.818985526408311e-4
no UV,T6,Nylon,Nylon_no UV_T6, Thiomicrospirales,5.296631749640441e-5,7.823643590780563e-5
UV,T1,PS,PS_UV_T1, Rickettsiales,3.7292025243832475e-4,3.739267866642279e-4
no UV,T1,Nylon,Nylon_no UV_T1, Alteromonadales,0.0016354132889565961,0.0012637832790729276
no UV,T6,PP,PP_no UV_T6, UBA10353 marine group,7.882517351047821e-5,1.0234103758987162e-4
UV,T6,Nylon,Nylon_UV_T6, Kordiimonadales,2.8246972702955124e-4,2.1714389479474144e-4
no UV,T6,PE,PE_no UV_T6, SS1-B-02-17,3.227990998063826e-4,2.827333764644987e-4
no UV,T6,PE,PE_no UV_T6, Limnotrichales,4.91485168414842e-4,3.5559195920260405e-4
no UV,T6,PE,PE_no UV_T6, OM182 clade,3.537751064397623e-4,3.438562878683505e-4
UV,T6,PP,PP_UV_T6, OM182 clade,7.777669242698877e-4,7.515606076115194e-4
no UV,T6,PET,PET_no UV_T6, Thalassobaculales,1.348085237503731e-4,1.9125040759599264e-4
UV,T6,PP,PP_UV_T6, Pedosphaerales,1.6598199095398147e-4,2.3780253102996106e-4
UV,T6,PP,PP_UV_T6, Leptolyngbyales,1.7428109050168054e-4,2.5177173308115554e-4
UV,T6,PP,PP_UV_T6, Frankiales,1.0788829412008795e-4,1.5494276610024147e-4
UV,T6,PP,PP_UV_T6, Rhodothermales,2.821693846217685e-4,4.0016087674343896e-4
UV,T6,Nylon,Nylon_UV_T6, BD7-8,4.5225820882714593e-4,5.45025715217698e-4
UV,T6,Nylon,Nylon_UV_T6, Calditrichales,1.9039066831995157e-4,2.1328485932073363e-4
UV,T6,Nylon,Nylon_UV_T6, Myxococcales,4.5198556311373876e-4,3.858891103102208e-4
UV,T6,Nylon,Nylon_UV_T6, Parvibaculales,2.2321716174432432e-4,2.416050797695177e-4
UV,T6,Nylon,Nylon_UV_T6, Coxiellales,1.9049196708700904e-4,2.0513171104171989e-4
UV,T1,PP,PP_UV_T1, Desulfobacterales,1.1425307055127106e-4,1.6185949233273836e-4
no UV,T6,PET,PET_no UV_T6, SAR86 clade,6.097616153424286e-4,3.5285420291766037e-4
UV,T6,PET,PET_UV_T6, Azospirillales,2.422404078064604e-4,3.4910558351135935e-4
no UV,T1,PP,PP_no UV_T1, Pasteurellales,5.61420589471115e-4,3.912540725901085e-4
UV,T1,PE,PE_UV_T1, Parvibaculales,0.0010434973637961336,0.001046440944717839
