treatment,timepoint,Material,description,Species,Species_rep_rel_abund,st_dev_Species_abund
no UV,T6,PET,PET_no UV_T6, Vibrio sp.,9.092113971234261e-5,7.222959099390224e-5
no UV,T6,PET,PET_no UV_T6, bacterium enrichment culture clone Anammox_9,6.740426187518654e-5,9.580913396179332e-5
no UV,T6,PET,PET_no UV_T6, Loktanella sediminum,1.348085237503731e-4,1.911888892088558e-4
no UV,T6,PET,PET_no UV_T6, Pseudahrensia todarodis,1.8702255787964595e-4,9.427337047416075e-5
no UV,T6,PET,PET_no UV_T6, Aureispira sp. CCB-QB1,7.569077640144651e-5,9.1434401602829e-5
no UV,T6,PET,PET_no UV_T6, Tenacibaculum aestuarii,6.471893039193889e-5,6.354708328264382e-5
no UV,T6,PET,PET_no UV_T6, Winogradskyella sp. IMCC25621,4.814590133941896e-5,7.006257764576161e-5
UV,T6,PP,PP_UV_T6, Thalassobius sp. KU27E3,7.469189592929166e-5,1.0640415086279978e-4
UV,T6,PP,PP_UV_T6, Ferrimonas marina NBRC 102583,7.469189592929166e-5,1.1032724200811597e-4
UV,T6,PP,PP_UV_T6, Pelagicola sp.,4.1495497738495366e-5,7.187231036843343e-5
UV,T6,PP,PP_UV_T6, Loktanella sp. JJ023,7.969261417408883e-5,8.789570661806427e-5
UV,T6,PP,PP_UV_T6, Saprospira sp. SS95-4,4.1495497738495366e-5,6.224324660774306e-5
UV,T6,PP,PP_UV_T6, Pseudooceanicola flagellatus,7.804342352263787e-5,7.259238471451191e-5
UV,T6,PP,PP_UV_T6, Altererythrobacter sp. CC-AMWO-103A,2.4888934808762716e-4,2.1750404810383784e-4
UV,T6,PP,PP_UV_T6, Celeribacter sp. MAT1,1.4284017554322382e-4,1.0669796222742029e-4
no UV,T6,Nylon,Nylon_no UV_T6, Roseobacter sp. DSS-8,7.147314161137123e-5,5.275732675576056e-5
no UV,T6,Nylon,Nylon_no UV_T6, Methylobacterium extorquens,4.076674086213504e-5,6.315556337528096e-5
no UV,T6,Nylon,Nylon_no UV_T6, Rhodobacteraceae bacterium JAMH 0111,5.298973720745914e-5,5.157692323438841e-5
no UV,T6,Nylon,Nylon_no UV_T6, Phormidium sp. BDU 20391,4.076674086213504e-5,6.315556337528096e-5
no UV,T6,Nylon,Nylon_no UV_T6, Octadecabacter sp. CAU 1310,6.114776932209709e-5,8.025396674535683e-5
no UV,T6,Nylon,Nylon_no UV_T6, Marivita sp. CZ-AX3,1.3859286710462632e-4,1.4825188809057882e-4
no UV,T6,Nylon,Nylon_no UV_T6, Flammeovirgaceae bacterium EF2C-B566,4.076674086213504e-5,6.115011129320255e-5
no UV,T6,Nylon,Nylon_no UV_T6, Rhodobacteraceae bacterium MOLA 99,4.076674086213504e-5,7.061006643221214e-5
UV,T6,Nylon,Nylon_UV_T6, Celeribacter sp. MAT1,1.125924297907195e-4,1.1296004840498892e-4
UV,T6,Nylon,Nylon_UV_T6, Vibrio sp. PaD2.27,9.185857688409502e-5,3.7498839527728185e-5
UV,T6,Nylon,Nylon_UV_T6, Roseobacter sp. LA9,7.165737912714698e-5,6.0932557630448685e-5
UV,T6,Nylon,Nylon_UV_T6, Tropicibacter naphthalenivorans,7.643804476050211e-5,5.139444834365691e-5
no UV,T6,PP,PP_no UV_T6, Sphingomonas sp. SAFR-010,1.1561709468115116e-5,2.0025468221125526e-5
no UV,T6,PP,PP_no UV_T6, Bradyrhizobium sp. SUT-PR9,3.242417379254618e-5,2.3940725804157946e-5
no UV,T6,PP,PP_no UV_T6, Streptococcus sp. CR-314S,1.1561709468115116e-5,2.0025468221125526e-5
no UV,T6,PP,PP_no UV_T6, Stenotrophomonas sp. LGMB235,7.570779279776494e-5,8.060081160788574e-5
no UV,T6,PP,PP_no UV_T6, alpha proteobacterium TH1,1.1561709468115116e-5,1.675450877324417e-5
no UV,T6,PP,PP_no UV_T6, Afipia sp. 919,4.7847813439553066e-5,2.091295427926054e-5
no UV,T6,PP,PP_no UV_T6, Oricola cellulosilytica,2.3928457755320477e-5,1.770231653637276e-5
no UV,T6,PP,PP_no UV_T6, Tropicimonas sp. R-4-M-3,2.005742550534082e-5,1.7349892698249096e-5
no UV,T6,PP,PP_no UV_T6, Boseongicola sp. MME-043,4.0910787758683995e-5,1.0901963756941527e-5
no UV,T6,PP,PP_no UV_T6, Litoreibacter janthinus,1.8498735148984187e-5,2.8658117263167017e-5
no UV,T6,PP,PP_no UV_T6, Micrococcus sp. DW-1,5.398890237241978e-5,5.2740221705712504e-5
no UV,T6,PP,PP_no UV_T6, Thalassobius maritimus,3.628610397143795e-5,4.8144412181488e-6
no UV,T1,PS,PS_no UV_T1, Aquimarina agarivorans,9.67305088024763e-5,1.6754215588787747e-4
UV,T6,Nylon,Nylon_UV_T6, delta proteobacterium K2-52,2.344116268166901e-5,4.060128475313824e-5
UV,T6,Nylon,Nylon_UV_T6, Labrenzia aggregata,5.6258790436005626e-5,8.12731497625446e-5
UV,T6,Nylon,Nylon_UV_T6, iron-reducing enrichment clone Cl-W1,4.688232536333802e-5,6.77276248021205e-5
UV,T6,Nylon,Nylon_UV_T6, Rhodovulum bhavnagarense,3.722856099960642e-5,3.534350633361925e-5
UV,T6,Nylon,Nylon_UV_T6, Prevotella colorans,3.7505860290670415e-5,5.8103828916379434e-5
UV,T6,Nylon,Nylon_UV_T6, Parahaliea mediterranea,8.18613828188681e-5,8.468714033978124e-5
UV,T6,Nylon,Nylon_UV_T6, Erythrobacter sp. TVS49,1.4062067340342403e-4,5.661522831122982e-5
UV,T6,Nylon,Nylon_UV_T6, Ferrimonas marina NBRC 102583,2.8129395218002813e-5,4.1549870372770545e-5
UV,T6,Nylon,Nylon_UV_T6, Oceanicola sp. LA276,5.959118845774793e-5,5.7938420559329766e-5
UV,T6,Nylon,Nylon_UV_T6, Candidatus Cryptoplasma californiense,2.344116268166901e-5,4.060128475313824e-5
UV,T6,Nylon,Nylon_UV_T6, Glaciecola siphonariae,2.344116268166901e-5,4.060128475313824e-5
UV,T1,PP,PP_UV_T1, Aquimarina sp. NS08,5.712653527563553e-5,8.36246849141845e-5
UV,T1,PP,PP_UV_T1, Flexibacter sp. S4471,5.712653527563553e-5,8.438148481873708e-5
UV,T1,PP,PP_UV_T1, SAR116 cluster alpha proteobacterium HIMB100,4.760544606302961e-5,8.245505129814707e-5
UV,T1,PP,PP_UV_T1, Parahaliea mediterranea,1.9994287346472434e-4,2.859570747523199e-4
UV,T1,PP,PP_UV_T1, Tenacibaculum sp. U1370-101126-SW185,9.521089212605922e-5,1.3640872120563246e-4
UV,T1,PP,PP_UV_T1, Haliea sp. ETY-M,4.760544606302961e-5,6.860674970226526e-5
UV,T1,PP,PP_UV_T1, Oleiphilus sp. HI0073,4.760544606302961e-5,6.770143718080223e-5
no UV,T1,Nylon,Nylon_no UV_T1, Oleiphilus sp. HI0073,4.124529296710862e-4,3.853315395444356e-4
no UV,T6,PET,PET_no UV_T6, bacterium YC-ZSS-LKJ77,5.8005601683819736e-5,8.491150637199487e-5
UV,T6,PET,PET_UV_T6, Dinoroseobacter shibae DFL 12 = DSM 16493,5.266095821879575e-5,7.899143732819363e-5
UV,T6,PET,PET_UV_T6, Pseudoalteromonas sp. NBRC 101808,1.5992365866503117e-4,1.317949314688652e-4
UV,T6,PET,PET_UV_T6, Henriciella sp.,5.266095821879575e-5,8.158200567068821e-5
UV,T6,PET,PET_UV_T6, Lutimaribacter saemankumensis,7.372534150631405e-5,1.0502722233045972e-4
UV,T6,PET,PET_UV_T6, Alphaproteobacteria bacterium,1.3691849136886894e-4,1.9637867763717173e-4
UV,T6,PET,PET_UV_T6, Coraliomargarita akajimensis DSM 45221,1.053219164375915e-4,1.5262595707278207e-4
UV,T6,PS,PS_UV_T6, Pseudoruegeria limi,2.7694233506699233e-5,4.054020674916224e-5
UV,T6,PS,PS_UV_T6, Aquisalinus flavus,3.877192690937893e-5,5.675628944882714e-5
UV,T6,PS,PS_UV_T6, Staphylococcus warneri,3.323308020803908e-5,4.984962031205862e-5
UV,T6,PS,PS_UV_T6, Rugamonas sp. B448-2,2.7694233506699233e-5,4.154135026004885e-5
UV,T6,PS,PS_UV_T6, Zhongshania aliphaticivorans,2.7694233506699233e-5,4.796781951027947e-5
UV,T6,PS,PS_UV_T6, Pseudahrensia todarodis,1.0959175191492746e-4,5.242672306831373e-5
UV,T6,PS,PS_UV_T6, Staphylococcus sp. K01-16,2.7694233506699233e-5,4.796781951027947e-5
UV,T6,PS,PS_UV_T6, Roseovarius lutimaris,4.48562625872554e-5,2.8390066969448874e-5
no UV,T1,PE,PE_no UV_T1, Pseudahrensia todarodis,5.14991399643626e-5,7.315233245888088e-5
no UV,T1,PE,PE_no UV_T1, Micrococcus sp. 9(2012),9.415215766536494e-5,8.26107912003875e-5
no UV,T6,PE,PE_no UV_T6, Thalassolituus oleivorans,8.00182304905308e-5,9.151513593952534e-5
no UV,T6,PE,PE_no UV_T6, Parahaliea mediterranea,1.2752645040973068e-4,1.6895103696500075e-4
no UV,T6,PE,PE_no UV_T6, Leptolyngbya sp. PCC 7376,8.07852324595064e-5,1.1563244099374671e-4
no UV,T6,PE,PE_no UV_T6, Pseudooceanicola flagellatus,6.732102704958867e-5,9.558637610533774e-5
no UV,T6,PE,PE_no UV_T6, Photobacterium swingsii,7.366962877005974e-5,9.509839159713255e-5
no UV,T6,PE,PE_no UV_T6, Chryseobacterium sp. 304(2016),6.732102704958867e-5,1.1660343926760628e-4
no UV,T1,PP,PP_no UV_T1, Pseudoruegeria lutimaris,9.341778300917362e-5,1.3398672824778808e-4
no UV,T1,PP,PP_no UV_T1, Tenacibaculum amylolyticum,0.0010516267980786459,3.1796669439648165e-4
no UV,T1,PP,PP_no UV_T1, Psychrobacter fulvigenes,9.341778300917362e-5,1.6180434650233332e-4
UV,T1,PET,PET_UV_T1, Actibacterium atlanticum,1.5032620787108024e-4,2.1355750912881925e-4
UV,T1,PP,PP_UV_T1, Sphingopyxis sp. REDSEA-S23_B6,4.824148935627751e-5,4.385265172950609e-5
UV,T1,PP,PP_UV_T1, iron-reducing bacterium enrichment culture clone FeC_1_B2,1.9678221718459748e-5,3.4083679818977627e-5
UV,T1,PP,PP_UV_T1, Sphingomonas sanguinis,1.9678221718459748e-5,3.4083679818977627e-5
UV,T1,PP,PP_UV_T1, Caulobacteraceae bacterium PMMR1,3.1485154749535595e-5,4.608954722530146e-5
no UV,T6,PP,PP_no UV_T6, Thalassobius aestuarii,3.4152536796733897e-4,3.996947211420401e-4
no UV,T6,Nylon,Nylon_no UV_T6, Micrococcus sp. Sc-GM1,3.2599340863075196e-5,3.233768156895778e-5
no UV,T6,Nylon,Nylon_no UV_T6, Salmonella enterica subsp. arizonae,2.0371660575540155e-5,3.528475115138338e-5
UV,T6,PP,PP_UV_T6, Hydra vulgaris,3.4290738193732263e-4,3.5938074492844745e-4
UV,T6,PP,PP_UV_T6, Bradyrhizobium sp. BTAi 1,3.3249544481240605e-5,5.7589900370030106e-5
UV,T6,PP,PP_UV_T6, Marivita sp. CZ-AX3,1.377558189550816e-4,4.569135741214071e-5
UV,T6,PP,PP_UV_T6, Methylobacterium sp.,1.0639854233996992e-4,1.5716106257585474e-4
UV,T6,PP,PP_UV_T6, Stenotrophomonas panacihumi,3.3249544481240605e-5,5.7589900370030106e-5
UV,T6,PP,PP_UV_T6, iron-reducing bacterium enrichment culture clone FeC_1_G5,2.712023244123831e-4,3.1950535387793426e-4
UV,T6,PP,PP_UV_T6, Nonlabens ulvanivorans,5.9849180066233086e-5,8.625184839678715e-5
UV,T1,PE,PE_UV_T1, Thalassotalea loyana,3.8444639718804925e-4,4.4392046181100403e-4
UV,T6,PE,PE_UV_T6, Oceanobacter kriegii,5.577183310130594e-5,4.645806844652343e-5
UV,T6,PE,PE_UV_T6, Stenotrophomonas sp. LGMB235,7.256946712240295e-5,1.0408452392261717e-4
UV,T6,PE,PE_UV_T6, Waddlia chondrophila WSU 86-1044,1.9073049780659934e-4,2.9547841664752367e-4
UV,T6,PE,PE_UV_T6, Sphingorhabdus marina,2.1192277534066596e-4,3.009931187449929e-4
no UV,T6,PS,PS_no UV_T6, Coregonus lavaretus (common whitefish),0.0018939525151309118,0.0026415587828054476
no UV,T6,PS,PS_no UV_T6, Oceanicola granulosus HTCC2516,2.6915561474346016e-4,3.429588227646821e-4
no UV,T6,PS,PS_no UV_T6, Saccharophagus sp. MM1-2b,1.5623047119110112e-4,2.705991137934129e-4
no UV,T6,PS,PS_no UV_T6, Pseudomonas pseudoalcaligenes,1.5623047119110112e-4,2.2639946172649418e-4
no UV,T1,PP,PP_no UV_T1, Photobacterium swingsii,8.056780829746323e-5,8.120704818364294e-5
UV,T6,PS,PS_UV_T6, Flavobacteriaceae bacterium RC2-3,3.706009665273207e-5,5.5590144979098105e-5
UV,T6,PS,PS_UV_T6, Gardnerella vaginalis,4.4472115983278487e-5,6.510051184838564e-5
UV,T6,PET,PET_UV_T6, Kocuria rosea,2.418262720061907e-4,3.4850875030126337e-4
UV,T1,PP,PP_UV_T1, Marinobacter sp. HGLP-15,8.170379650307751e-5,1.1889648811629156e-4
UV,T1,Nylon,Nylon_UV_T1, Micrococcus luteus,1.6876464585536286e-4,1.4993247741903904e-4
no UV,T1,PET,PET_no UV_T1, alpha proteobacterium GMD37C8,5.192107995846313e-4,7.376981663213631e-4
UV,T1,PS,PS_UV_T1, Methylobacterium sp. MM70,3.169466361953059e-4,3.174797680038852e-4
UV,T1,PS,PS_UV_T1, gamma proteobacterium UMB18C,1.851343710849728e-4,1.438642143824312e-4
UV,T1,PE,PE_UV_T1, Flexibacter sp. S4471,2.2276982487705733e-4,3.299253803342078e-6
no UV,T6,PE,PE_no UV_T6, Murgantia histrionica,3.554562326859851e-4,2.6761020476970173e-4
UV,T1,Nylon,Nylon_UV_T1, Streptococcus sp. enrichment culture clone SRC_DSC23,1.80940892641737e-4,2.6726741105283344e-4
UV,T1,Nylon,Nylon_UV_T1, Bradyrhizobium sp. SEMIA 6186,3.545417769160079e-4,2.4035907071517842e-4
UV,T1,Nylon,Nylon_UV_T1, Exiguobacterium sp. m030608c,1.0052271813429834e-4,1.7411045512353006e-4
UV,T1,Nylon,Nylon_UV_T1, Psychrobacter celer,1.20627261761158e-4,1.868749503598271e-4
no UV,T1,PP,PP_no UV_T1, Gardnerella vaginalis,1.8562346280569865e-4,2.71724926339561e-4
no UV,T1,PP,PP_no UV_T1, Oceanospirillum sp. ME101,4.5623200772914e-4,3.231554080434167e-4
no UV,T1,PP,PP_no UV_T1, Halocynthiibacter namhaensis,9.602666610420916e-5,1.2107007281703513e-4
no UV,T1,PP,PP_no UV_T1, Intrasporangium chromatireducens Q5-1,7.734310950237443e-5,1.3396219527347575e-4
no UV,T1,PP,PP_no UV_T1, Acinetobacter sp. CMC-CF62,1.0828035330332422e-4,1.5994068158250112e-4
no UV,T1,PP,PP_no UV_T1, Rhodobacteraceae bacterium ROS8,7.734310950237443e-5,1.3396219527347575e-4
no UV,T1,PP,PP_no UV_T1, Pseudomonas sp. CB1,1.3921759710427398e-4,2.0379369475467072e-4
no UV,T6,Nylon,Nylon_no UV_T6, Rhodobacter sphaeroides,1.4198810331029558e-4,8.697083231293474e-5
no UV,T6,Nylon,Nylon_no UV_T6, bacterium HAB3,9.211920224770855e-5,1.381788033715628e-4
no UV,T6,Nylon,Nylon_no UV_T6, Delftia tsuruhatensis,1.6765730808976592e-4,1.44292148712979e-4
no UV,T6,Nylon,Nylon_no UV_T6, Pseudoroseobacter euryhalinus,1.8110820046612311e-4,2.317894315749899e-4
no UV,T6,PET,PET_no UV_T6, Bradyrhizobium japonicum,9.639534655558256e-5,1.3055313849674415e-4
no UV,T6,PET,PET_no UV_T6, Aureobasidium melanogenum,2.1041245951702967e-4,2.641979547235296e-4
no UV,T6,PET,PET_no UV_T6, Maricaulis sp. c11-37,1.85846844326529e-4,2.4868044681710066e-4
no UV,T1,PS,PS_no UV_T1, alpha proteobacterium N2yML5,2.3303504847129009e-4,4.0362854389655047e-4
no UV,T1,PET,PET_no UV_T1, Kocuria rosea,5.386770092652445e-4,7.763161949180048e-4
no UV,T1,PET,PET_no UV_T1, Leuconostoc mesenteroides,4.605323754259924e-4,7.976654727682035e-4
UV,T1,Nylon,Nylon_UV_T1, Methylobacterium sp. MM70,0.003004339271232199,0.003098934960461989
no UV,T1,PE,PE_no UV_T1, Citreimonas salinaria,1.0663254425250586e-4,1.599488163787588e-4
no UV,T1,PE,PE_no UV_T1, Hydra vulgaris,9.904233782007067e-4,7.643656460311946e-4
no UV,T1,PE,PE_no UV_T1, Tropicibacter naphthalenivorans,1.0663254425250586e-4,1.5367385202023716e-4
no UV,T1,Nylon,Nylon_no UV_T1, Citreimonas salinaria,1.325591876772979e-4,1.9883878151594688e-4
no UV,T1,Nylon,Nylon_no UV_T1, Bradyrhizobium sp. SEMIA 6186,3.7116572549643416e-4,5.317694314143697e-4
no UV,T1,Nylon,Nylon_no UV_T1, Bifidobacterium sp. DA-40B,1.325591876772979e-4,2.2959924806713824e-4
no UV,T1,Nylon,Nylon_no UV_T1, Gardnerella vaginalis,1.325591876772979e-4,1.9404678138641002e-4
no UV,T1,PE,PE_no UV_T1, Leuconostoc mesenteroides,3.0996218461347717e-4,5.368702521755866e-4
no UV,T1,PE,PE_no UV_T1, Kangiella sp. MMH2-2,3.0996218461347717e-4,4.5784448941540914e-4
no UV,T1,PE,PE_no UV_T1, Tenacibaculum sp. U1368-101106-SW106,8.678941169177361e-4,0.0012292181876167798
no UV,T1,PE,PE_no UV_T1, alpha proteobacterium N2yML5,3.9526822001548185e-4,4.803499676458219e-4
UV,T1,PET,PET_UV_T1, Tenacibaculum sp. U1368-101106-SW106,6.887052341597796e-4,9.754288953387582e-4
UV,T6,PET,PET_UV_T6, Citreitalea marina,0.0019841269841269836,0.002930749785222208
NA,NA,negative_c,negative_c_, Tropicimonas sp. YBW34,1.5730054291158812e-5,2.7745207842633742e-5
NA,NA,negative_c,negative_c_, Roseobacter sp. DSS-8,3.085270344680201e-5,3.4062111475673595e-5
NA,NA,negative_c,negative_c_, Donghicola sp.,4.06611786376463e-5,4.329332809398656e-5
NA,NA,negative_c,negative_c_, Pleomorphobacterium xiamenense,3.636434617773977e-5,5.739279823577414e-5
NA,NA,negative_c,negative_c_, bacterium L5,1.1235753065113437e-5,2.2471506130226873e-5
NA,NA,negative_c,negative_c_, Grimontia hollisae,2.0224355517204185e-5,3.593962288205042e-5
NA,NA,negative_c,negative_c_, Sulfitobacter sp. NSA_11,3.3099854059824696e-5,3.756868760443924e-5
NA,NA,negative_c,negative_c_, Rhodobacteraceae bacterium MOLA 371,2.1044228255957725e-5,2.7460947207364486e-5
NA,NA,negative_c,negative_c_, Vibrio sp. PaD2.27,2.0634291886580955e-5,3.090089151568691e-5
NA,NA,negative_c,negative_c_, Vibrio stylophorae,2.9212957969294932e-5,5.140795208924584e-5
NA,NA,negative_c,negative_c_, Rhodobacteraceae bacterium ROS8,1.1235753065113437e-5,2.2471506130226873e-5
NA,NA,negative_c,negative_c_, Tropicibacter litoreus R37,2.3913782841595103e-5,4.3261660911059954e-5
NA,NA,negative_c,negative_c_, Fretibacter rubidus,2.9835361941909625e-5,3.263701893307058e-5
NA,NA,negative_c,negative_c_, Croceitalea sp. H01-35,3.188504378879347e-5,5.768221454807994e-5
NA,NA,negative_c,negative_c_, Erythrobacter gangjinensis,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, Roseovarius aestuariivivens,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, Carcinus maenas (green crab),8.134733862260419e-5,8.082582150727318e-5
NA,NA,negative_c,negative_c_, Oceanicola sp. LA276,2.2683973733464797e-5,2.6308203803632814e-5
NA,NA,negative_c,negative_c_, Thalassobius sp. ZS4-10,1.859960887679619e-5,3.443978349209177e-5
NA,NA,negative_c,negative_c_, Olleya sp. HC6-1,5.232186690923558e-5,8.231300625566627e-5
NA,NA,negative_c,negative_c_, Alphaproteobacteria bacterium,4.720516171057551e-5,5.0341669678919826e-5
NA,NA,negative_c,negative_c_, Ulvibacter marinus,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, Neptuniibacter caesariensis,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, gamma proteobacterium MB-G5,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, Polaribacter sp. AG12,1.3285434911997279e-5,2.3608837381989163e-5
NA,NA,negative_c,negative_c_, Litoreibacter meonggei,1.3285434911997279e-5,2.459984535149412e-5
NA,NA,negative_c,negative_c_, Halovulum dunhuangense,2.575099708524102e-5,3.549748705316025e-5
NA,NA,negative_c,negative_c_, Winogradskyella eximia,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, Winogradskyella exilis,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, Pleurocapsa sp. HA4230,1.859960887679619e-5,3.443978349209177e-5
NA,NA,negative_c,negative_c_, Jhaorihella thermophila,2.67683385901334e-5,2.7465230434960873e-5
NA,NA,negative_c,negative_c_, Flavobacteriaceae bacterium MOLA 117,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, Erythrobacter sp. Tn18,2.9227956806394016e-5,5.2875363335739944e-5
NA,NA,negative_c,negative_c_, Cellulophaga sp. RE2-13,1.3285434911997279e-5,2.6570869823994558e-5
NA,NA,negative_c,negative_c_, Alteromonas sp. RW2A1,1.5532585525019965e-5,2.5428295358308697e-5
NA,NA,negative_c,negative_c_, Gaetbulibacter marinus,1.859960887679619e-5,3.443978349209177e-5
NA,NA,negative_c,negative_c_, Lacinutrix sp. XMTR2C3,3.4132194401816155e-5,5.5826551565650036e-5
NA,NA,negative_c,negative_c_, Maribacter ulvicola,1.859960887679619e-5,3.443978349209177e-5
NA,NA,negative_c,negative_c_, Pseudomonas sp. CB1,1.1022846062841323e-5,1.7912604582370892e-5
NA,NA,negative_c,negative_c_, Arthrobacter sp. B2-7,1.4417650499674574e-5,2.669630124818898e-5
NA,NA,negative_c,negative_c_, Cellulomonas oligotrophica,1.0298321785481838e-5,2.0596643570963676e-5
NA,NA,negative_c,negative_c_, Acinetobacter baumannii 3390,1.0298321785481838e-5,1.906878660584927e-5
NA,NA,negative_c,negative_c_, bacterium ii1209,1.0298321785481838e-5,2.0596643570963676e-5
NA,NA,negative_c,negative_c_, Stenotrophomonas sp. RZS10,4.3471456641569144e-6,8.049349665031137e-6
NA,NA,negative_c,negative_c_, [Pseudomonas] geniculata,5.796194218875886e-6,1.0732466220041517e-5
NA,NA,negative_c,negative_c_, Ralstonia pickettii,8.767869109258058e-6,1.0998292891629346e-5
UV,T6,PS,PS_UV_T6, mucus bacterium 78,9.750009750009751e-6,1.5104650154859081e-5
UV,T6,PS,PS_UV_T6, Erythrobacter sp. TVS49,6.443695327355476e-5,3.397531141783351e-5
UV,T6,PS,PS_UV_T6, Loktanella ponticola,7.576159959865378e-5,7.894761990649724e-5
UV,T6,PS,PS_UV_T6, Tenacibaculum sp. HZ1,1.5674301539888482e-4,0.00016221039864615797
UV,T6,PS,PS_UV_T6, marine bacterium BPY-W9,1.52888564513496e-5,1.467014351303582e-5
UV,T6,PS,PS_UV_T6, Citromicrobium bathyomarinum,1.2187512187512189e-5,1.888081269357385e-5
UV,T6,PS,PS_UV_T6, Nioella sediminis,9.750009750009751e-6,1.4625014625014625e-5
UV,T6,PS,PS_UV_T6, Pseudoalteromonas sp. Gp-2-5.3.1,1.7062517062517064e-5,2.447233024845196e-5
UV,T6,PS,PS_UV_T6, Olleya sp. HC6-1,2.8804052291531728e-5,2.1688571996791423e-5
UV,T6,PS,PS_UV_T6, Tenacibaculum sp. FDZWPB0420,2.570270802769432e-5,1.8844317538314834e-5
UV,T6,PS,PS_UV_T6, Loktanella marina,1.7162029080556166e-5,1.365870798647579e-5
UV,T6,PS,PS_UV_T6, gamma proteobacterium DG1301,1.2187512187512189e-5,1.800214855787597e-5
UV,T6,PS,PS_UV_T6, Vibrio sp.,9.750009750009751e-6,1.4024315592763079e-5
no UV,T6,PP,PP_no UV_T6, Kangiella sp. MMH2-2,4.946699314882144e-5,7.306759129143443e-5
no UV,T6,PP,PP_no UV_T6, Coccinimonas marina,3.709114279052819e-5,2.8192346209421737e-5
no UV,T6,PP,PP_no UV_T6, gamma proteobacterium MOLA 394,2.473349657441072e-5,4.283967271571015e-5
no UV,T6,PP,PP_no UV_T6, Parvularculaceae bacterium GUDS1168,9.651886984037215e-5,7.699473237456922e-5
no UV,T6,PP,PP_no UV_T6, Pseudooceanicola flagellatus,5.4845328473333874e-5,5.511380715802328e-5
no UV,T6,PP,PP_no UV_T6, Eudoraea adriatica DSM 19308,2.7045838468033742e-5,3.4951409726531116e-5
no UV,T6,PP,PP_no UV_T6, Ruegeria sp.,7.803511368886027e-5,4.2059845991361313e-5
no UV,T6,PP,PP_no UV_T6, Vibrio pectenicida,2.473349657441072e-5,4.283967271571015e-5
UV,T6,PE,PE_UV_T6, Citromicrobium bathyomarinum,3.9735445945747734e-5,4.574244724054375e-5
UV,T6,PE,PE_UV_T6, Neiella marina,3.2478499233507435e-5,5.0315474656473836e-5
UV,T6,PE,PE_UV_T6, endosymbiont of Bugula pacifica,4.623114579244922e-5,5.1638353501838366e-5
UV,T6,PE,PE_UV_T6, Ruegeria sp.,2.7426117449929607e-4,5.6171317863176686e-5
UV,T6,PE,PE_UV_T6, bacterium K57,2.598279938680595e-5,4.5003528660817355e-5
UV,T6,PE,PE_UV_T6, Cladosiphon okamuranus,1.0639762240672473e-4,9.192012335222642e-5
UV,T6,PE,PE_UV_T6, bacterium enrichment culture clone EB39.2,1.1213207538788741e-4,1.1770961546347774e-4
UV,T6,Nylon,Nylon_UV_T6, Loktanella sp. S4079,1.6871940668069832e-4,1.1987764505296283e-4
UV,T6,Nylon,Nylon_UV_T6, Dokdonia pacifica,1.8383197757249873e-5,2.757479663587481e-5
UV,T6,Nylon,Nylon_UV_T6, Ruegeria lacuscaerulensis,7.868754830457843e-5,2.655526156540195e-5
UV,T6,Nylon,Nylon_UV_T6, bacterium YC-ZSS-LKJ82,1.8383197757249873e-5,3.184063252114301e-5
UV,T6,Nylon,Nylon_UV_T6, Hwanghaeicola aestuarii,4.037609282730605e-5,3.0983826455814095e-5
UV,T6,Nylon,Nylon_UV_T6, Neptuniibacter sp.,4.1362194953812216e-5,6.204329243071833e-5
UV,T6,Nylon,Nylon_UV_T6, Pseudooceanicola marinus,3.1184493948681116e-5,1.7789846139019184e-5
UV,T6,Nylon,Nylon_UV_T6, Erythrobacter vulgaris,2.214740106633344e-4,6.744674815474629e-5
UV,T6,Nylon,Nylon_UV_T6, Pseudomonas sp. CB1,1.8383197757249873e-5,2.6910246048491194e-5
UV,T6,Nylon,Nylon_UV_T6, Leptolyngbya sp. LEGE 07088,7.849832285639729e-5,7.590527701432423e-5
UV,T6,Nylon,Nylon_UV_T6, Spongiibacter sp. HME8849,4.163949424487621e-5,3.4110439195935266e-5
