treatment,timepoint,Material,description,Family,Family_rep_rel_abund,st_dev_Family_abund
no UV,T6,PE,PE_no UV_T6, Phycisphaeraceae,0.001205596568983504,0.0010941034305541168
UV,T6,PP,PP_UV_T6, Cryomorphaceae,0.0015284249013166422,0.0012274595358637028
no UV,T6,Nylon,Nylon_no UV_T6, Rhodopirillaceae,3.9136071227649635e-4,5.870410684147445e-4
no UV,T6,Nylon,Nylon_no UV_T6, Bacteriovoracaceae,0.0014186825820022995,0.0020070335064675785
UV,T6,Nylon,Nylon_UV_T6, Iamiaceae,4.3430651461427423e-4,5.431489260866116e-4
UV,T1,PP,PP_UV_T1, Alteromonadaceae,0.0016376273445682186,0.002316727171942045
UV,T1,PP,PP_UV_T1, Marinifilaceae,6.093497096067791e-4,8.686724265048687e-4
UV,T1,PP,PP_UV_T1, Clade I,4.665333714176902e-4,6.71056891539098e-4
UV,T6,PE,PE_UV_T6, Vibrionaceae,0.011347788878596315,0.004854327176264564
no UV,T1,PP,PP_no UV_T1, Family XI,0.0017872507178857888,0.0018958751364183586
UV,T6,PS,PS_UV_T6, Bacteroidetes vadinHA17,3.3964404638422437e-4,4.5950645189465607e-4
NA,NA,negative_c,negative_c_, Synechococcales Incertae Sedis,2.7987648512294353e-4,4.673231515825374e-4
NA,NA,negative_c,negative_c_, P5D1-392,1.00923553497722e-4,1.785643937976905e-4
UV,T6,Nylon,Nylon_UV_T6, Marinifilaceae,3.052638580320709e-4,2.554227743483928e-4
no UV,T6,PS,PS_no UV_T6, DEV007,0.0016980371841363035,0.002403029189575485
UV,T6,PP,PP_UV_T6, Nodosilineaceae,5.915388363880854e-4,8.15213661351992e-4
no UV,T6,Nylon,Nylon_no UV_T6, P3OB-42,4.158207567937774e-4,5.907263033009914e-4
UV,T6,Nylon,Nylon_UV_T6, Desulfobacteraceae,7.617299552955359e-4,0.0010317520241188087
no UV,T6,PP,PP_no UV_T6, Desulfobulbaceae,4.895313748827299e-4,3.8165297954163017e-4
no UV,T6,PP,PP_no UV_T6, Kiloniellaceae,0.002016549432767865,0.0010484072607937396
no UV,T6,PP,PP_no UV_T6, Chroococcidiopsaceae,2.797933691283858e-4,3.9658178763804063e-4
no UV,T1,Nylon,Nylon_no UV_T1, Pasteurellaceae,9.706441635075259e-4,0.001105122637431007
no UV,T6,PET,PET_no UV_T6, Colwelliaceae,0.0010245714949789926,7.814662137401216e-4
no UV,T6,PE,PE_no UV_T6, Microscillaceae,6.891880677813975e-4,8.397242787969001e-4
UV,T6,PE,PE_UV_T6, Thiohalorhabdaceae,5.801086855940736e-4,4.049646241172334e-4
no UV,T1,Nylon,Nylon_no UV_T1, Hymenobacteraceae,0.004485085425955537,0.0062463532971535896
UV,T6,PET,PET_UV_T6, Caulobacteraceae,0.0057696643391803885,0.007224403731744843
UV,T1,PS,PS_UV_T1, Sphingomonadaceae,8.257293942982968e-4,8.257872407654454e-4
no UV,T6,Nylon,Nylon_no UV_T6, Microtrichaceae,0.0024297559640777686,0.0018072185618202463
no UV,T1,PET,PET_no UV_T1, Prevotellaceae,0.006157384811192726,0.005610592255121393
UV,T6,PE,PE_UV_T6, Bernardetiaceae,2.858107932548654e-4,4.221705201567262e-4
no UV,T6,PS,PS_no UV_T6, Dermacoccaceae,4.892649513613079e-4,6.951509054767187e-4
no UV,T6,PE,PE_no UV_T6, Leptotrichiaceae,2.6664127225978484e-4,3.820171637657101e-4
no UV,T6,PE,PE_no UV_T6, Schleiferiaceae,3.555216963463798e-4,5.041860721423801e-4
UV,T6,PP,PP_UV_T6, Prolixibacteraceae,9.484001169391455e-4,0.0013205904535821516
no UV,T6,PP,PP_no UV_T6, BD2-7,0.0015612591199286735,0.001627441106770917
no UV,T1,PS,PS_no UV_T1, Crocinitomicaceae,0.006122208069704827,0.005404804734392927
no UV,T1,PS,PS_no UV_T1, Burkholderiaceae,0.012728493562471207,0.005688312110568859
UV,T6,Nylon,Nylon_UV_T6, Pseudoalteromonadaceae,0.0016652924101712002,0.0013016886879934984
UV,T1,PP,PP_UV_T1, Amoebophilaceae,4.379701037798724e-4,6.207829986469058e-4
no UV,T6,PP,PP_no UV_T6, Sulfurovaceae,4.922199118022279e-4,7.270569940014229e-4
UV,T6,PE,PE_UV_T6, Alcanivoracaceae,0.0024964353962803397,6.553148203814368e-4
UV,T6,PE,PE_UV_T6, Piscirickettsiaceae,6.478466790220981e-4,5.974698578799187e-4
UV,T6,PE,PE_UV_T6, Pseudohongiellaceae,0.001124318073939077,8.969220227725283e-4
UV,T6,PS,PS_UV_T6, Caulobacteraceae,0.0011444037962546937,9.624580731411612e-4
UV,T1,PS,PS_UV_T1, Enterobacteriaceae,0.0030051062221045305,0.002389934415512278
no UV,T6,PP,PP_no UV_T6, Woeseiaceae,0.0011110889445193589,0.0012979535480198382
no UV,T6,PS,PS_no UV_T6, Clostridiaceae 1,6.043861163874979e-4,8.56452557123449e-4
UV,T6,PP,PP_UV_T6, SAR116 clade,7.499967081153514e-4,8.12634228367446e-4
no UV,T6,PET,PET_no UV_T6, Clostridiaceae 4,3.947963909832355e-4,6.838074078277914e-4
no UV,T6,PET,PET_no UV_T6, Thermoanaerobaculaceae,0.0011073557308066363,0.0015678788074389328
no UV,T6,Nylon,Nylon_no UV_T6, Stappiaceae,8.234881654151278e-4,0.0011667751538763803
no UV,T6,Nylon,Nylon_no UV_T6, Hyphomicrobiaceae,0.0017453418893099194,0.0022137419998077053
UV,T6,PET,PET_UV_T6, Cellvibrionaceae,0.0028334980869026173,0.0020804109859422775
UV,T1,PET,PET_UV_T1, Brevibacteriaceae,0.0023678280194921303,0.00308727215207341
UV,T6,PE,PE_UV_T6, Corynebacteriaceae,0.002352769722853505,0.0013277974354942287
no UV,T1,PP,PP_no UV_T1, Arenicellaceae,0.0016645545553470658,0.001177170953600591
no UV,T1,PP,PP_no UV_T1, Xenococcaceae,0.0010471449456807295,0.0010756119276146762
no UV,T1,PET,PET_no UV_T1, Caedibacteraceae,0.005817711700064641,0.008355052330129648
UV,T6,PS,PS_UV_T6, Thiohalorhabdaceae,2.216652809083416e-4,2.3152663289116243e-4
UV,T6,PS,PS_UV_T6, unidentified marine bacterioplankton,4.1925041925041924e-4,5.945362702049865e-4
no UV,T6,PS,PS_no UV_T6, Endozoicomonadaceae,5.180452426178552e-4,7.465826545911505e-4
no UV,T6,PS,PS_no UV_T6, JG30-KF-CM45,7.482875726702354e-4,0.0011224313590053531
no UV,T6,PE,PE_no UV_T6, Halieaceae,0.008176674110752862,0.005830595129548934
UV,T6,Nylon,Nylon_UV_T6, Woeseiaceae,0.002127084611656594,0.0014244247871634734
no UV,T6,PP,PP_no UV_T6, SAR116 clade,5.745399225368107e-4,4.782419658746676e-4
UV,T1,PE,PE_UV_T1, Spirosomaceae,0.0023066783831282955,0.0023735524745118757
UV,T6,PE,PE_UV_T6, Amoebophilaceae,6.798387405399706e-4,7.902616095462565e-4
no UV,T6,PET,PET_no UV_T6, Caulobacteraceae,0.004485557847357472,0.006328423573039577
no UV,T1,PS,PS_no UV_T1, Rubritaleaceae,0.004423267604195204,0.005972294265537002
NA,NA,negative_c,negative_c_, Sandaracinaceae,1.5057408990961914e-4,1.9957945777114187e-4
UV,T6,PE,PE_UV_T6, Rubinisphaeraceae,5.976043858965368e-4,8.472504435560838e-4
UV,T6,PP,PP_UV_T6, Synechococcales Incertae Sedis,7.555598842887334e-4,6.117630741169709e-4
no UV,T6,PET,PET_no UV_T6, Prolixibacteraceae,0.0015117813020577556,0.002140861058543203
no UV,T6,PET,PET_no UV_T6, Bacteriovoracaceae,0.0010110639281277983,0.0014303687143809106
UV,T6,Nylon,Nylon_UV_T6, Flammeovirgaceae,0.0013043987677186823,7.30364813018304e-4
no UV,T1,Nylon,Nylon_no UV_T1, Parachlamydiaceae,5.836663224531945e-4,0.0010109397251558121
no UV,T1,Nylon,Nylon_no UV_T1, Nocardioidaceae,0.0016013409359613285,0.002271062587689441
UV,T6,PET,PET_UV_T6, NS11-12 marine group,4.107554741066068e-4,5.933897779196813e-4
UV,T6,PET,PET_UV_T6, Beijerinckiaceae,0.013302143026277052,0.007252925900502535
UV,T6,PET,PET_UV_T6, Hyphomicrobiaceae,0.006151078106273612,0.0016496908408334524
UV,T1,PET,PET_UV_T1, Crocinitomicaceae,0.0019514453802768536,0.0015491230986499323
UV,T6,PP,PP_UV_T6, Kiloniellaceae,0.001761277502294974,7.055898387566628e-5
UV,T6,PET,PET_UV_T6, Nakamurellaceae,0.0021764364480557166,0.0032148096889552946
no UV,T1,PET,PET_no UV_T1, Chitinophagaceae,0.006230170924941257,0.00445840805208906
UV,T6,PE,PE_UV_T6, Alteromonadaceae,0.0036644459802544853,5.707514981475727e-4
UV,T6,Nylon,Nylon_UV_T6, Xanthobacteraceae,0.00135797922892569,0.001687634099417793
UV,T6,Nylon,Nylon_UV_T6, Corynebacteriaceae,6.757673837729755e-4,9.360508144745033e-4
no UV,T6,PE,PE_no UV_T6, Cyanobiaceae,4.355399268369106e-4,4.816070952394077e-4
no UV,T6,PET,PET_no UV_T6, Flammeovirgaceae,0.001454006220450453,0.0020592107576546657
UV,T6,PP,PP_UV_T6, Balneolaceae,4.1495497738495366e-4,5.880313595768523e-4
no UV,T1,PS,PS_no UV_T1, Micrococcaceae,0.007854195201726389,0.006840353550674636
UV,T1,PP,PP_UV_T1, Crocinitomicaceae,0.0022850614110254213,0.0032325339686052478
no UV,T1,Nylon,Nylon_no UV_T1, Rubritaleaceae,0.0015714093296816775,0.002222985815868978
UV,T6,PET,PET_UV_T6, P3OB-42,5.476739654754758e-4,7.780405661662826e-4
UV,T6,PET,PET_UV_T6, Family XI,7.970486792882444e-4,5.645556014319012e-4
UV,T6,PE,PE_UV_T6, Desulfobulbaceae,5.482491053598425e-4,3.280033374103578e-4
UV,T6,PE,PE_UV_T6, Streptococcaceae,0.0014189902113205387,7.42062722822201e-4
UV,T6,PE,PE_UV_T6, Prolixibacteraceae,8.603686801967979e-4,7.985879467257979e-4
no UV,T1,PS,PS_no UV_T1, Roseiflexaceae,0.0030796660993597535,0.004462860169828987
no UV,T1,Nylon,Nylon_no UV_T1, Corynebacteriaceae,0.006434859804041303,0.002750614746471455
NA,NA,negative_c,negative_c_, Calditrichaceae,1.6735148337986849e-4,1.6825308976091985e-4
no UV,T6,PS,PS_no UV_T6, Peptostreptococcaceae,3.837372167539669e-4,5.438064732324069e-4
UV,T6,PP,PP_UV_T6, Woeseiaceae,0.0026065319402186317,0.001133366910855418
UV,T6,PP,PP_UV_T6, 0319-6G20,5.30093402457513e-4,7.515655743443006e-4
no UV,T6,Nylon,Nylon_no UV_T6, Corynebacteriaceae,0.0012474388506702775,0.0016788005776473876
no UV,T6,Nylon,Nylon_no UV_T6, Nitrincolaceae,0.0015572895009335586,0.002204033389322925
UV,T1,PP,PP_UV_T1, Veillonellaceae,4.665333714176902e-4,6.640482723498346e-4
no UV,T6,PET,PET_no UV_T6, Francisellaceae,3.977526972604782e-4,5.721234642096762e-4
UV,T6,PET,PET_UV_T6, Terasakiellaceae,0.002695681777353642,0.0022241769747182198
no UV,T6,PE,PE_no UV_T6, Saccharospirillaceae,0.005251373477490675,0.0042557468929744205
UV,T6,PP,PP_UV_T6, Microbacteriaceae,6.598307325086819e-4,7.17484761022238e-4
no UV,T6,PS,PS_no UV_T6, Weeksellaceae,0.001999750031246094,0.0028399314185595854
no UV,T1,PP,PP_no UV_T1, Micrococcaceae,0.002323096745010291,0.0022023128986748733
no UV,T1,PP,PP_no UV_T1, Bdellovibrionaceae,0.0020017334092212484,0.0017318754162255038
no UV,T1,PET,PET_no UV_T1, Beijerinckiaceae,0.006365059003871538,0.005148312835110992
NA,NA,negative_c,negative_c_, Clade II,1.2870998891490785e-4,1.8544371541145065e-4
no UV,T6,PP,PP_no UV_T6, Nostocaceae,3.1535208132373667e-4,4.49738760770534e-4
UV,T6,Nylon,Nylon_UV_T6, Lentisphaeraceae,5.848015813686937e-4,4.146734251841916e-4
no UV,T6,PS,PS_no UV_T6, Kiloniellaceae,0.0011094269920101888,4.96631299564378e-4
no UV,T6,PS,PS_no UV_T6, BD2-7,0.0012567393848692415,0.001779653480412663
no UV,T6,PET,PET_no UV_T6, Micavibrionaceae,8.473678635737738e-4,0.0011988441924508655
UV,T6,Nylon,Nylon_UV_T6, DEV007,0.0018330774371280174,0.0014660453695950005
no UV,T6,PP,PP_no UV_T6, Sandaracinaceae,2.2234453276057722e-4,1.642607061413995e-4
no UV,T1,PP,PP_no UV_T1, Peptostreptococcaceae,6.726080376660502e-4,9.531746957592e-4
UV,T6,PE,PE_UV_T6, Cellvibrionaceae,0.0016980108024135564,2.9374322679225783e-4
no UV,T1,PP,PP_no UV_T1, Phycisphaeraceae,0.0010534516519434384,0.001051189759578059
no UV,T1,PP,PP_no UV_T1, Streptococcaceae,0.006583487196109389,0.002013844534013468
no UV,T6,Nylon,Nylon_no UV_T6, Alcanivoracaceae,0.0013198404839221945,0.0016114775794379473
no UV,T6,PET,PET_no UV_T6, Porticoccaceae,6.509566196636427e-4,8.884659234720219e-4
UV,T1,Nylon,Nylon_UV_T1, Dysgonomonadaceae,0.0036319612590799025,0.005263211893289142
no UV,T6,PP,PP_no UV_T6, Nitrincolaceae,7.901679577412866e-4,6.60486157318896e-4
UV,T6,Nylon,Nylon_UV_T6, Ilumatobacteraceae,5.062108254152751e-4,3.6019081388831203e-4
UV,T6,Nylon,Nylon_UV_T6, Phormidiaceae,1.8275344234897124e-4,2.443732687519926e-4
UV,T6,PP,PP_UV_T6, NS7 marine group,6.573614837596902e-4,5.750423689272658e-4
UV,T6,PP,PP_UV_T6, Hyphomicrobiaceae,0.0018514059232773378,0.002512419439821248
UV,T6,PP,PP_UV_T6, Peptostreptococcaceae,3.1536578281256484e-4,4.4691509356371335e-4
no UV,T6,Nylon,Nylon_no UV_T6, Micromonosporaceae,3.8320736410406937e-4,5.660347896219592e-4
no UV,T1,PS,PS_no UV_T1, Oligoflexaceae,0.0015863803443606113,0.002261500812045403
UV,T1,PP,PP_UV_T1, Bdellovibrionaceae,9.140245644101686e-4,0.0012932976038280647
UV,T1,PP,PP_UV_T1, Puniceicoccaceae,7.331238693706561e-4,0.0010371035333193487
no UV,T1,PE,PE_no UV_T1, Streptococcaceae,0.007659993554347464,0.002666261366923852
no UV,T1,PP,PP_no UV_T1, Hyphomicrobiaceae,0.001265241489499323,0.001096478641905444
UV,T6,PET,PET_UV_T6, Chroococcidiopsaceae,0.003724124588895337,0.005278609680607539
UV,T1,PET,PET_UV_T1, Neisseriaceae,0.006144574326392508,0.00840855491371919
UV,T1,PET,PET_UV_T1, Streptococcaceae,0.023345009708646072,0.029688382991471238
NA,NA,negative_c,negative_c_, BD2-7,4.768704251290484e-4,6.80814023508355e-4
NA,NA,negative_c,negative_c_, Nitrincolaceae,7.098246468796841e-4,7.589357809939282e-4
NA,NA,negative_c,negative_c_, Flammeovirgaceae,4.7806567311251496e-4,6.786686246054882e-4
NA,NA,negative_c,negative_c_, Weeksellaceae,9.908902371216924e-5,1.2317022341345232e-4
no UV,T6,PS,PS_no UV_T6, Kordiimonadaceae,3.7414378633511775e-4,5.324159417482594e-4
no UV,T6,PE,PE_no UV_T6, Marinilabiliaceae,2.158524584960163e-4,3.141114656217625e-4
no UV,T6,PET,PET_no UV_T6, Hyphomicrobiaceae,0.0019218660121925592,0.0014028560493518918
UV,T1,PP,PP_UV_T1, Parvularculaceae,6.379129772445968e-4,9.02650163184902e-4
UV,T6,PS,PS_UV_T6, Micrococcaceae,4.70801969613887e-4,6.661154637564744e-4
UV,T1,PE,PE_UV_T1, Ktedonobacteraceae,0.001867311072056239,0.0026407766432713768
UV,T6,PE,PE_UV_T6, Burkholderiaceae,0.003009497218343545,0.002303240862038517
UV,T6,PE,PE_UV_T6, Clostridiaceae 1,9.757770647778141e-4,8.873684152576778e-4
UV,T6,PE,PE_UV_T6, Propionibacteriaceae,0.002385530563066144,0.0013611693540753215
UV,T1,PET,PET_UV_T1, Micrococcaceae,0.006633545830967873,0.0038184751335637156
UV,T1,PE,PE_UV_T1, Hyphomonadaceae,0.01078315506454877,0.004594984402718753
UV,T1,Nylon,Nylon_UV_T1, Burkholderiaceae,0.010617327147039194,0.010610929849460864
no UV,T1,PS,PS_no UV_T1, NS7 marine group,0.0016312453392990304,0.00230929172979542
no UV,T1,PE,PE_no UV_T1, Chitinophagaceae,0.004609298318196351,0.005107333212483027
no UV,T1,PE,PE_no UV_T1, Bacteroidaceae,0.0021077428553716447,0.0030672163850605618
NA,NA,negative_c,negative_c_, Hydrogenedensaceae,8.314457268183943e-5,1.4584522846492682e-4
NA,NA,negative_c,negative_c_, Family XI,8.733114257331471e-5,1.3539787286710842e-4
no UV,T6,PS,PS_no UV_T6, Caulobacteraceae,0.004065035386377083,0.004144716740539548
UV,T6,PP,PP_UV_T6, Kiritimatiellaceae,6.592310973882754e-4,4.772285966797072e-4
UV,T6,PP,PP_UV_T6, SB-5,2.7387028507406944e-4,4.0453322069642527e-4
no UV,T6,PP,PP_no UV_T6, Clade IV,1.5030222308549653e-4,2.1619320030349465e-4
no UV,T6,PE,PE_no UV_T6, Simkaniaceae,5.385682163967095e-4,0.00077088293995831135
no UV,T1,PP,PP_no UV_T1, Nocardiopsaceae,6.912915942678848e-4,0.0010369373914018271
no UV,T1,PP,PP_no UV_T1, Colwelliaceae,0.0012119033377414072,9.124712229170929e-4
UV,T1,PE,PE_UV_T1, Porphyromonadaceae,0.001812390158172232,0.0018808061527758608
UV,T6,PE,PE_UV_T6, Marinilabiliaceae,4.538373364450788e-4,3.317293276230457e-4
no UV,T6,Nylon,Nylon_no UV_T6, Devosiaceae,5.680684138608693e-4,8.083755245697806e-4
no UV,T1,PET,PET_no UV_T1, Dermacoccaceae,0.004093945270415859,0.005816704740005162
no UV,T1,PET,PET_no UV_T1, Bacteriovoracaceae,0.003555268261150614,0.005029696293683293
no UV,T6,PP,PP_no UV_T6, Blfdi19,3.8955257104696887e-4,5.534788906105559e-4
UV,T6,Nylon,Nylon_UV_T6, Rickettsiaceae,9.385631672296858e-4,2.673716988871179e-4
no UV,T6,PS,PS_no UV_T6, unidentified marine bacterioplankton,7.652784120341027e-4,8.93290808363059e-4
no UV,T6,PE,PE_no UV_T6, Hydrogenedensaceae,2.222010602164873e-4,3.1961176177484896e-4
no UV,T6,PET,PET_no UV_T6, Acanthopleuribacteraceae,3.3702130937593276e-4,4.816638459979658e-4
no UV,T6,Nylon,Nylon_no UV_T6, Vibrionaceae,0.0037585576731647336,0.004823722286546131
no UV,T6,PP,PP_no UV_T6, Immundisolibacteraceae,8.324430817042884e-5,1.2063246316735802e-4
UV,T6,Nylon,Nylon_UV_T6, Balneolaceae,6.721516910580049e-4,5.794575680168966e-4
no UV,T1,Nylon,Nylon_no UV_T1, Nitrincolaceae,7.48290156991275e-4,0.0010590558081344367
UV,T6,PET,PET_UV_T6, Amoebophilaceae,0.001137476697525988,0.0016122703104321193
UV,T6,PET,PET_UV_T6, Acanthopleuribacteraceae,3.3703013260029277e-4,4.816764559667159e-4
UV,T6,PET,PET_UV_T6, Enterobacteriaceae,0.00343046563027089,0.003973021259874916
UV,T6,PS,PS_UV_T6, Ruminococcaceae,5.962039182656985e-4,8.150542192711384e-4
no UV,T6,PS,PS_no UV_T6, Solirubrobacteraceae,0.0014685664291963507,0.002104016296233896
no UV,T1,PET,PET_no UV_T1, Schleiferiaceae,0.00398061613014884,0.005645144113542318
UV,T1,PET,PET_UV_T1, Actinomycetaceae,0.006300160845615391,0.0085182549167259
NA,NA,negative_c,negative_c_, Thermoanaerobaculaceae,8.718444735738039e-4,0.0011468760228341068
no UV,T6,PP,PP_no UV_T6, Rhodothermaceae,2.2878484331329915e-4,3.244531422449622e-4
no UV,T6,PE,PE_no UV_T6, Coxiellaceae,4.020503283279378e-4,3.137933846993296e-4
no UV,T6,PE,PE_no UV_T6, Synechococcales Incertae Sedis,4.507507221534458e-4,6.388983689199788e-4
no UV,T6,Nylon,Nylon_no UV_T6, Kiloniellaceae,0.0015250651676472237,0.0012815737293675384
no UV,T6,Nylon,Nylon_no UV_T6, Pseudohongiellaceae,3.016738823797993e-4,4.273587154927847e-4
no UV,T6,PP,PP_no UV_T6, Clade II,1.1561709468115117e-4,1.670239508938624e-4
no UV,T6,PP,PP_no UV_T6, Archangiaceae,7.168259870231373e-5,1.2415790297097825e-4
no UV,T1,PS,PS_no UV_T1, BD2-7,0.0014509576320371445,0.0020546835969932516
UV,T1,PP,PP_UV_T1, Family XII,3.8084356850423686e-4,5.427213582362565e-4
UV,T6,PET,PET_UV_T6, Microscillaceae,3.264979409565336e-4,4.6662406671775595e-4
no UV,T1,PP,PP_no UV_T1, Kangiellaceae,6.726080376660501e-4,9.554110383185184e-4
UV,T6,PE,PE_UV_T6, unidentified marine bacterioplankton,6.983513991376509e-4,6.681489130287354e-4
UV,T1,PP,PP_UV_T1, Ruminococcaceae,6.779872256636664e-4,6.978184417327438e-4
no UV,T1,PP,PP_no UV_T1, Chitinophagaceae,0.0019742118070614992,0.0018724396132576077
no UV,T1,PE,PE_no UV_T1, Saprospiraceae,0.009219520771888735,0.012813513315780999
NA,NA,negative_c,negative_c_, Leptospiraceae,6.96616690037033e-5,1.260227009210262e-4
NA,NA,negative_c,negative_c_, Bdellovibrionaceae,8.372748290122635e-4,0.0010205687561158738
NA,NA,negative_c,negative_c_, SAR116 clade,1.4301276533179754e-4,1.9668980770403926e-4
NA,NA,negative_c,negative_c_, BIrii41,1.3033473555531586e-4,2.2647342734939677e-4
NA,NA,negative_c,negative_c_, Methylacidiphilaceae,1.1358733975926466e-4,1.8344970532693723e-4
no UV,T6,PP,PP_no UV_T6, Nitrosococcaceae,9.552028369820545e-4,0.0012563142304647835
no UV,T6,PP,PP_no UV_T6, Thermoanaerobaculaceae,4.6993643491380366e-4,6.653718914770462e-4
no UV,T6,PP,PP_no UV_T6, P13-46,2.720684623185179e-4,3.869184606766898e-4
UV,T6,PE,PE_UV_T6, Cyanobiaceae,4.157247901888952e-4,5.895635940410826e-4
UV,T6,Nylon,Nylon_UV_T6, Hymenobacteraceae,1.7528741037302312e-4,1.8457029915882467e-4
no UV,T6,PS,PS_no UV_T6, Streptococcaceae,0.0012386316500629098,9.235617125576628e-4
no UV,T6,PE,PE_no UV_T6, Pirellulaceae,7.25616430103296e-4,5.76318371638873e-4
no UV,T6,PE,PE_no UV_T6, Thermoanaerobaculaceae,4.888423324762722e-4,6.921403050041185e-4
no UV,T6,PE,PE_no UV_T6, Ilumatobacteraceae,9.833955087670166e-4,8.100028898448971e-4
no UV,T6,PET,PET_no UV_T6, Lachnospiraceae,2.888754080365138e-4,4.1098518470451383e-4
no UV,T6,PET,PET_no UV_T6, Pseudohongiellaceae,4.525714725905383e-4,0.00064112399014864695
no UV,T6,Nylon,Nylon_no UV_T6, Intrasporangiaceae,6.399792822578833e-4,7.053257001140048e-4
UV,T6,Nylon,Nylon_UV_T6, Devosiaceae,3.6498235361994796e-4,3.1299483492470075e-4
no UV,T1,PS,PS_no UV_T1, Arenicellaceae,0.0060843760535943285,0.004459788313946747
no UV,T1,Nylon,Nylon_no UV_T1, Blastocatellaceae,4.639398973345905e-4,6.581831177795819e-4
no UV,T6,PET,PET_no UV_T6, Nitrincolaceae,8.975884456018456e-4,6.600762123517024e-4
UV,T6,PET,PET_UV_T6, Micavibrionaceae,6.003349236942715e-4,8.493454469242465e-4
UV,T6,PET,PET_UV_T6, Deltaproteobacteria bacterium SMP-3,3.1596574931277445e-4,4.564536753228318e-4
UV,T6,PET,PET_UV_T6, Paraspirulinaceae,5.055451989004391e-4,7.230276514864361e-4
UV,T6,PE,PE_UV_T6, Rickettsiaceae,3.299828046213588e-4,2.747377644987602e-4
no UV,T6,PS,PS_no UV_T6, Mycobacteriaceae,0.0011873515810523684,0.0016860365035738219
no UV,T6,PS,PS_no UV_T6, Micrococcaceae,0.0032495938007749033,0.004597696741580264
no UV,T1,Nylon,Nylon_no UV_T1, Arenicellaceae,0.012,0.016972433710695324
no UV,T1,PP,PP_no UV_T1, Nocardioidaceae,6.12571096990026e-4,6.926780087032886e-4
no UV,T6,PET,PET_no UV_T6, Carnobacteriaceae,0.0012468067859612755,0.001255865884113988
no UV,T1,PET,PET_no UV_T1, Cyclobacteriaceae,0.01525043278754109,0.013735308037944538
no UV,T1,PE,PE_no UV_T1, Clade I,0.002293720166139731,0.003299263930622877
NA,NA,negative_c,negative_c_, Nannocystaceae,2.6906566726430596e-4,3.80447526285861e-4
UV,T6,PE,PE_UV_T6, Synechococcales Incertae Sedis,4.1836405272865934e-4,4.2162006816449926e-4
UV,T6,Nylon,Nylon_UV_T6, Family XI,1.5166138149731145e-4,2.1483994806902282e-4
no UV,T6,PE,PE_no UV_T6, Terasakiellaceae,0.002134839328236494,0.0015226585983009052
UV,T6,PP,PP_UV_T6, Chthoniobacteraceae,3.074541734253575e-4,5.325262493718122e-4
no UV,T6,Nylon,Nylon_no UV_T6, Thiovulaceae,2.935205342073723e-4,4.5472005630202287e-4
no UV,T1,PS,PS_no UV_T1, AEGEAN-169 marine group,5.610369510543625e-4,8.069898864234556e-4
UV,T6,Nylon,Nylon_UV_T6, Kiloniellaceae,0.0016279706802657765,0.0011910210401720064
UV,T1,PP,PP_UV_T1, Vibrionaceae,0.0016376273445682186,0.002316396061127566
no UV,T6,PET,PET_no UV_T6, Alcanivoracaceae,5.208745420250129e-4,3.6157169776536934e-4
no UV,T6,PET,PET_no UV_T6, Bifidobacteriaceae,6.71207676627057e-4,9.54733833956915e-4
UV,T6,PET,PET_UV_T6, Devosiaceae,3.896910908190885e-4,5.545401438887328e-4
UV,T6,PS,PS_UV_T6, Chromatiaceae,2.3263156145627355e-4,3.340916445868813e-4
no UV,T1,PP,PP_no UV_T1, Pseudomonadaceae,0.001615429472552233,1.3321520242862954e-5
UV,T1,PP,PP_UV_T1, Enterobacteriaceae,9.461274008729386e-4,3.5798079014609296e-4
UV,T6,PE,PE_UV_T6, Actinomarinaceae,2.685070283528909e-4,3.851127385136835e-4
UV,T6,PE,PE_UV_T6, bacteriap25,2.1045145465496855e-4,3.018451193755898e-4
no UV,T1,PP,PP_no UV_T1, Methylophilaceae,5.259331446161461e-4,7.768547391150054e-4
no UV,T6,PET,PET_no UV_T6, Pseudomonadaceae,0.0029064391757375567,0.0038919472277181527
