treatment,timepoint,Material,description,Genus,Genus_rep_rel_abund,st_dev_Genus_abund
UV,T6,PE,PE_UV_T6, Kiloniella,7.636531028990554e-4,3.389212692418791e-4
UV,T6,PE,PE_UV_T6, Chryseobacterium,1.306250408203253e-4,1.8614729363057288e-4
UV,T6,PE,PE_UV_T6, Octadecabacter,2.1811412628959986e-4,1.9857546439395985e-4
UV,T6,PE,PE_UV_T6, Streptococcus,0.0010496471758618224,6.799948989890537e-4
UV,T6,PE,PE_UV_T6, Roseovarius,8.374702546026322e-4,1.0070506675075726e-4
no UV,T6,PS,PS_no UV_T6, Schizothrix LEGE 07164,4.999375078115236e-4,7.086161876274652e-4
no UV,T1,PP,PP_no UV_T1, Marinovum,2.939331083902097e-4,2.288186909241854e-4
no UV,T1,PP,PP_no UV_T1, Haliangium,1.7327590474775978e-4,2.472273918936356e-4
no UV,T1,Nylon,Nylon_no UV_T1, Brevundimonas,0.0032659891872490296,0.004021862013665616
UV,T6,PET,PET_UV_T6, Enterobacter,0.0011607661056297154,0.0016696342477726667
no UV,T1,PET,PET_no UV_T1, Sinobacterium,0.001557632398753894,0.002250202861416247
UV,T1,Nylon,Nylon_UV_T1, Tenacibaculum,0.001085645355850422,0.0015355860597054116
no UV,T1,PP,PP_no UV_T1, Lactococcus,3.0937243800949774e-4,4.401464612098367e-4
no UV,T1,PP,PP_no UV_T1, Lentimonas,4.5480287051765696e-4,3.606456364315713e-4
no UV,T1,PS,PS_no UV_T1, Thalassobius,0.0012768535361601147,0.0013094056523094235
no UV,T1,PS,PS_no UV_T1, Brevundimonas,0.003160709944079747,0.004476355041257492
UV,T1,Nylon,Nylon_UV_T1, Anaerococcus,0.0020177562550443904,0.002871317488046349
no UV,T1,PE,PE_no UV_T1, Chroococcidiopsis PCC-6712,8.024589778038122e-4,6.827434134273876e-4
no UV,T1,Nylon,Nylon_no UV_T1, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,5.832604257801108e-4,8.283133304132124e-4
no UV,T1,PE,PE_no UV_T1, IheB3-7,8.67894116917736e-4,0.0013445357844375136
NA,NA,negative_c,negative_c_, Marinovum,3.195653187669947e-4,3.39641672716953e-4
NA,NA,negative_c,negative_c_, Sungkyunkwania,4.719016287347643e-5,8.441632964350409e-5
NA,NA,negative_c,negative_c_, Oceanicaulis,1.5323117689201857e-4,1.9887325624242988e-4
NA,NA,negative_c,negative_c_, Dinoroseobacter,2.2442004915923747e-4,2.1459715351919285e-4
NA,NA,negative_c,negative_c_, Pedomicrobium,7.640312084277137e-5,1.331288936249564e-4
NA,NA,negative_c,negative_c_, Marinibacterium,1.2016132050639205e-4,1.3275736709422086e-4
UV,T6,PS,PS_UV_T6, Rhodococcus,1.7062517062517064e-4,2.4183844761544536e-4
UV,T6,PS,PS_UV_T6, Ascidiaceihabitans,8.038965155123932e-5,2.2489502472669017e-5
no UV,T6,PP,PP_no UV_T6, Phaeobacter,1.4065568980180154e-4,1.0328643357911711e-4
UV,T6,PE,PE_UV_T6, Xenococcus PCC-7305,1.576019743147978e-4,1.8008850619945796e-4
UV,T6,PE,PE_UV_T6, Fulvivirga,1.1042689739392527e-4,1.566426119184501e-4
UV,T6,PE,PE_UV_T6, Crocinitomix,4.983835928538255e-4,4.80167981321624e-4
UV,T6,PE,PE_UV_T6, Aliiroseovarius,8.662946939573293e-4,1.974527986181764e-4
UV,T6,PE,PE_UV_T6, Actibacterium,0.0012230815943928973,4.131499539788064e-4
UV,T6,Nylon,Nylon_UV_T6, Noviherbaspirillum,7.812859046831196e-5,1.12203645607733e-4
UV,T6,Nylon,Nylon_UV_T6, Aquimarina,2.911373892667767e-4,1.896391028689243e-4
UV,T6,Nylon,Nylon_UV_T6, Corynebacterium 1,2.5745720169851954e-4,3.543177226149447e-4
no UV,T6,PS,PS_no UV_T6, Salinirepens,0.0014398239073509008,0.0013249471596374787
no UV,T6,PS,PS_no UV_T6, Photobacterium,4.223807199372052e-4,3.6600643114732985e-4
no UV,T6,PS,PS_no UV_T6, Marinomonas,2.590226213089276e-4,3.694046103327366e-4
no UV,T6,PE,PE_no UV_T6, Tistlia,1.2215743662690148e-4,1.2112517628484842e-4
no UV,T6,PE,PE_no UV_T6, Cobetia,6.43084607737172e-4,4.836268931421931e-4
no UV,T6,PE,PE_no UV_T6, Algicola,1.0157762752753707e-4,1.4486473700913157e-4
UV,T6,PP,PP_UV_T6, Sandaracinus,1.9591798147284688e-4,1.73136922984871e-4
UV,T6,PP,PP_UV_T6, Hwanghaeicola,2.49322502960493e-4,1.972654007131845e-4
UV,T6,PP,PP_UV_T6, Flammeovirga,3.180560414745078e-4,4.5427489129117076e-4
no UV,T6,PET,PET_no UV_T6, Muricauda,4.3331311205477074e-4,6.130459295703934e-4
no UV,T6,Nylon,Nylon_no UV_T6, Lewinella,3.5059397141436134e-4,4.959807679321763e-4
no UV,T6,Nylon,Nylon_no UV_T6, Escherichia-Shigella,3.95388204969495e-4,3.9272881492022875e-4
UV,T6,Nylon,Nylon_UV_T6, Hoeflea,1.9255209802114504e-4,2.46533344530285e-4
no UV,T6,PP,PP_no UV_T6, Pelomonas,7.32926763404942e-5,6.003454359117907e-5
no UV,T6,PP,PP_no UV_T6, Desulfurivibrio,4.3934495978837444e-5,6.48955513855272e-5
UV,T6,Nylon,Nylon_UV_T6, Zooshikella,6.094702297233942e-5,1.0556334035815941e-4
UV,T6,Nylon,Nylon_UV_T6, Candidatus Megaira,3.156570871719732e-4,2.2440830477039444e-4
no UV,T6,PET,PET_no UV_T6, S31,4.6404481347055794e-4,6.642134073078874e-4
UV,T6,PET,PET_UV_T6, Ellin6055,0.0011457235159404008,5.125943342547585e-4
UV,T6,PET,PET_UV_T6, unidentified marine bacterioplankton,2.0011164123142383e-4,2.837522599543921e-4
no UV,T6,PE,PE_no UV_T6, Corynebacterium 1,9.457749725388103e-4,0.0012187347057316907
no UV,T6,PE,PE_no UV_T6, Carnobacterium,4.173903677074498e-4,5.952604655163138e-4
no UV,T6,PE,PE_no UV_T6, Micrococcus,5.116398055768739e-4,7.241627470612216e-4
no UV,T1,PP,PP_no UV_T1, Grimontia,5.791902546568765e-4,8.250995167282286e-4
no UV,T1,PP,PP_no UV_T1, unidentified marine bacterioplankton,4.1103824524036395e-4,5.828398103024797e-4
UV,T1,PP,PP_UV_T1, Bosea,1.3381190768552628e-4,1.906887401893081e-4
no UV,T6,Nylon,Nylon_no UV_T6, SUP05 cluster,5.296631749640441e-5,8.205506622940351e-5
UV,T6,PP,PP_UV_T6, Undibacterium,4.162463107202856e-4,5.681799354409715e-4
UV,T6,PE,PE_UV_T6, Candidatus Berkiella,9.434030725912383e-5,1.3728531232326774e-4
UV,T6,PE,PE_UV_T6, Luteolibacter,9.395338785032689e-4,6.412502047067511e-4
no UV,T6,PS,PS_no UV_T6, Pseudomonas,0.0013797270792250287,0.0018110709693216272
no UV,T6,PS,PS_no UV_T6, Arsenicitalea,4.6869141357330335e-4,7.260936157119268e-4
no UV,T1,Nylon,Nylon_no UV_T1, Exiguobacterium,0.0014358974358974358,0.002055280655566698
no UV,T1,PP,PP_no UV_T1, Kocuria,6.56111989222665e-4,8.530855295331592e-4
no UV,T1,PET,PET_no UV_T1, Rubidimonas,0.0019392372333548805,0.0027470778809624893
UV,T1,Nylon,Nylon_UV_T1, Luteolibacter,0.0017150928167877317,0.0024425288364764534
no UV,T1,Nylon,Nylon_no UV_T1, Psychrosphaera,6.097722633155705e-4,8.663684978844544e-4
no UV,T1,Nylon,Nylon_no UV_T1, Aquibacter,4.425749724513703e-4,5.33646416039518e-4
no UV,T1,PE,PE_no UV_T1, Roseimarinus,9.91878990763127e-4,0.0014048984496002387
no UV,T1,PE,PE_no UV_T1, Photobacterium,0.00324890740808828,0.004284577546465765
NA,NA,negative_c,negative_c_, Oceanicella,1.7776736370622836e-4,1.8301508946881544e-4
NA,NA,negative_c,negative_c_, Cribrihabitans,1.3468882876196497e-4,1.0262736540450161e-4
NA,NA,negative_c,negative_c_, Rhodovulum,1.348590344555594e-4,1.3763693228234012e-4
NA,NA,negative_c,negative_c_, Salinihabitans,6.306417638996275e-4,9.812102313017232e-4
NA,NA,negative_c,negative_c_, Bythopirellula,1.1691182722557606e-4,2.0536966929237478e-4
NA,NA,negative_c,negative_c_, Halocynthiibacter,1.1647189318200113e-4,1.1791039510675873e-4
NA,NA,negative_c,negative_c_, Marivita,1.8514621835501023e-4,2.0356396618864981e-4
NA,NA,negative_c,negative_c_, Alcanivorax,3.396222031922582e-4,3.4512095582351433e-4
NA,NA,negative_c,negative_c_, Paracoccus,3.058073679662523e-4,3.0024491881397913e-4
NA,NA,negative_c,negative_c_, Hyphomicrobium,7.889273673323014e-5,1.2850400727156919e-4
no UV,T6,PP,PP_no UV_T6, Thalassotalea,1.7388812755814143e-4,2.3237678998101586e-4
no UV,T6,PP,PP_no UV_T6, Defluviimonas,9.119192179768356e-5,1.2029563832284236e-4
no UV,T6,PP,PP_no UV_T6, Acinetobacter,3.2611462889914594e-4,3.2309370891176376e-4
UV,T6,PE,PE_UV_T6, Diplosphaera,9.093979785382082e-5,1.3640969678073116e-4
UV,T6,PE,PE_UV_T6, Marivita,5.441375520682439e-4,2.208620864345303e-4
UV,T6,Nylon,Nylon_UV_T6, Alkanindiges,5.514959327174962e-5,8.543738251663955e-5
UV,T6,Nylon,Nylon_UV_T6, Halocynthiibacter,1.8377456567034438e-4,9.569539688369068e-5
UV,T6,Nylon,Nylon_UV_T6, Roseibacterium,0.0013937003271017444,7.343381962340541e-4
UV,T6,Nylon,Nylon_UV_T6, Roseivivax,3.4685029962893126e-4,9.108968210221352e-5
UV,T6,Nylon,Nylon_UV_T6, Kordiimonas,2.449638667388808e-4,2.1657735770908983e-4
UV,T6,Nylon,Nylon_UV_T6, Citrobacter,1.0570338710418677e-4,1.5855508065628016e-4
UV,T6,Nylon,Nylon_UV_T6, Clostridium sensu stricto 1,2.5157561013434954e-4,1.8955830812082326e-5
UV,T6,Nylon,Nylon_UV_T6, Leptolyngbya PCC-6406,5.731804192809241e-4,5.596331034051087e-4
no UV,T6,PS,PS_no UV_T6, Maritimibacter,1.5596068968325947e-4,1.5952079423434308e-4
no UV,T6,PS,PS_no UV_T6, Tateyamaria,3.097253578926879e-4,2.1931161012558802e-4
no UV,T6,PS,PS_no UV_T6, Aliiroseovarius,4.2238071993720526e-4,3.663410715523542e-4
no UV,T6,PE,PE_no UV_T6, Limnothrix,4.91485168414842e-4,3.5559195920260405e-4
no UV,T6,PE,PE_no UV_T6, Maricaulis,0.0010202949451835349,7.234941751385989e-4
no UV,T6,PE,PE_no UV_T6, Vogesella,7.61832206456528e-5,1.3195320884250088e-4
no UV,T6,PE,PE_no UV_T6, Ketogulonicigenium,6.349894161100835e-4,4.532410022159189e-4
no UV,T6,PE,PE_no UV_T6, Algimonas,3.550965244090473e-4,2.681566753235968e-4
no UV,T6,PE,PE_no UV_T6, Hirschia,1.5620145113618363e-4,1.1419966873799e-4
UV,T6,PP,PP_UV_T6, Candidatus Amoebophilus,7.814148221023104e-4,5.632077184527017e-4
UV,T6,PP,PP_UV_T6, Lawsonella,1.2722241658980312e-4,1.8092762818230104e-4
no UV,T6,PET,PET_no UV_T6, Cobetia,3.8516721071535175e-4,5.461107770727722e-4
no UV,T6,PET,PET_no UV_T6, Leptolyngbya PCC-6406,1.2517934348248933e-4,1.776896583844929e-4
UV,T6,PP,PP_UV_T6, SCGC AAA164-E04,9.958919457238888e-5,1.7249354488424026e-4
UV,T6,PP,PP_UV_T6, Aliikangiella,1.9917838914477776e-4,2.8418465765059386e-4
UV,T6,PP,PP_UV_T6, Nakamurella,1.0788829412008795e-4,1.5936157178950087e-4
UV,T6,PP,PP_UV_T6, Lutimaribacter,4.731929404307068e-4,2.843696624669617e-4
UV,T6,Nylon,Nylon_UV_T6, Calorithrix,1.9039066831995157e-4,2.1344318040599175e-4
UV,T6,Nylon,Nylon_UV_T6, Streptococcus,6.374723236008262e-4,3.429516852658167e-4
no UV,T6,PP,PP_no UV_T6, Roseobacter,5.3183863553329534e-5,7.581747406360076e-5
no UV,T6,PP,PP_no UV_T6, Spongiibacter,1.6045940404272655e-4,1.367482691724526e-4
no UV,T6,PP,PP_no UV_T6, Massilia,5.549620544695256e-5,7.863967260040004e-5
no UV,T1,PS,PS_no UV_T1, Rhodovulum,3.325431676064319e-4,3.1569935839342004e-4
UV,T6,Nylon,Nylon_UV_T6, Wenyingzhuangia,1.1251758087201125e-4,1.6034324685106616e-4
UV,T6,Nylon,Nylon_UV_T6, Candidatus Neoehrlichia sp. HT_IT_4,5.6258790436005626e-5,9.744308340753177e-5
UV,T6,Nylon,Nylon_UV_T6, Coxiella,1.9049196708700904e-4,2.0513171104171989e-4
UV,T6,Nylon,Nylon_UV_T6, Enterovibrio,1.8463276623012642e-4,1.886115876162329e-4
UV,T6,Nylon,Nylon_UV_T6, Hyphomonas,7.964632641608439e-4,3.967326139150117e-4
no UV,T1,Nylon,Nylon_no UV_T1, Pseudomonas,0.0034459251788562973,0.0027361027237997808
UV,T6,PET,PET_UV_T6, Halioglobus,0.0036622281403574327,0.0017133967101572744
UV,T6,PET,PET_UV_T6, Balneola,2.4224040780646043e-4,3.434614724859771e-4
UV,T6,PET,PET_UV_T6, Niveispirillum,2.422404078064604e-4,3.633606117096907e-4
UV,T6,PET,PET_UV_T6, Phaeobacter,1.8957944958766467e-4,2.7025932382087416e-4
UV,T6,PET,PET_UV_T6, Oceanicola,3.030786378601017e-4,2.1618002129473803e-4
UV,T6,PET,PET_UV_T6, Parahaliea,4.107554741066068e-4,5.814800710075038e-4
no UV,T6,PE,PE_no UV_T6, Oceanicola,2.1235927868278138e-4,2.0359408616609927e-4
no UV,T6,PE,PE_no UV_T6, Rubritalea,9.881267646438471e-4,9.237466811087371e-4
no UV,T1,PP,PP_no UV_T1, Roseibacillus,4.1103824524036395e-4,5.827472887033091e-4
no UV,T1,PP,PP_no UV_T1, Marinobacterium,3.7367113203669447e-4,5.317433428902605e-4
no UV,T1,PP,PP_no UV_T1, Novosphingobium,3.3630401883302503e-4,4.7702754835757147e-4
no UV,T1,PP,PP_no UV_T1, Haemophilus,5.459519675706402e-4,3.756020330700704e-4
UV,T6,PP,PP_UV_T6, Pelomonas,2.8635658317399145e-4,2.4404604962066713e-4
UV,T1,PE,PE_UV_T1, Dokdonia,6.590509666080844e-4,6.599999245749095e-4
UV,T1,PE,PE_UV_T1, Marinoscillum,9.885764499121266e-4,9.89652744678269e-4
UV,T1,PE,PE_UV_T1, Rhodobacter,6.590509666080844e-4,6.612012201729573e-4
UV,T6,PE,PE_UV_T6, Phaeocystidibacter,2.9669188547693236e-4,4.596330925628146e-4
no UV,T6,PS,PS_no UV_T6, Gardnerella,7.499062617172854e-4,0.0010668971982689282
no UV,T6,PS,PS_no UV_T6, Megasphaera,3.749531308586427e-4,6.49437873104191e-4
no UV,T6,PS,PS_no UV_T6, Lawsonella,4.374453193350831e-4,6.221069070078442e-4
no UV,T1,PP,PP_no UV_T1, Kiloniella,6.974720723426739e-4,1.9639417356339485e-4
no UV,T1,PP,PP_no UV_T1, Shimia,1.9826616761230354e-4,2.06700804442796e-4
no UV,T1,Nylon,Nylon_no UV_T1, Phormidium MBIC10003,0.001435897435897436,0.0020337215599670294
UV,T6,PS,PS_UV_T6, Sphingopyxis,9.935808354290167e-5,1.2010509935115795e-4
UV,T1,Nylon,Nylon_UV_T1, Serratia,1.3237780625906335e-4,1.9553497854001627e-4
UV,T1,PE,PE_UV_T1, Loktanella,5.45631762481739e-4,3.579528163854165e-6
UV,T1,Nylon,Nylon_UV_T1, Halioglobus,0.0010483570255400722,0.0010151771535375225
UV,T1,Nylon,Nylon_UV_T1, Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,4.22195416164053e-4,5.995779514447628e-4
UV,T1,Nylon,Nylon_UV_T1, Porphyromonas,3.2167269802975466e-4,4.661480256112405e-4
no UV,T1,PP,PP_no UV_T1, Veillonella,2.9390381610902284e-4,4.197786135236411e-4
no UV,T1,PS,PS_no UV_T1, Mesorhizobium,0.002674446875759786,0.00379354621090533
UV,T1,Nylon,Nylon_UV_T1, Pseudahrensia,0.00213874861142347,0.002982563220556725
no UV,T1,Nylon,Nylon_no UV_T1, Atopobium,5.832604257801108e-4,8.425956471444913e-4
no UV,T1,PE,PE_no UV_T1, Ekhidna,0.0016604176465775079,0.0018740952334611342
no UV,T1,PE,PE_no UV_T1, Sva0996 marine group,0.0017437365923507046,0.0019490067948956008
no UV,T1,PE,PE_no UV_T1, OM27 clade,0.0010538714276858224,0.001491907004672322
no UV,T1,PE,PE_no UV_T1, Exiguobacterium,0.0010191667685000524,0.0010352266289574347
UV,T1,PET,PET_UV_T1, Rhodopirellula,0.001672569854388036,0.0023681718860064176
NA,NA,negative_c,negative_c_, MWH-UniP1 aquatic group,7.190881961672599e-5,1.2598965818619109e-4
NA,NA,negative_c,negative_c_, Sphingobium,4.719016287347643e-5,8.385912005811765e-5
NA,NA,negative_c,negative_c_, Marinobacterium,1.1053531524458753e-4,1.294105662025684e-4
NA,NA,negative_c,negative_c_, Flagellimonas,1.218160648209982e-4,2.0769755021857596e-4
NA,NA,negative_c,negative_c_, Flaviramulus,4.741762931381344e-5,7.955379401304135e-5
NA,NA,negative_c,negative_c_, Mesorhizobium,1.0382386107971762e-4,1.5064870421387108e-4
NA,NA,negative_c,negative_c_, Corynebacterium,3.592556187049497e-5,3.6189146215596104e-5
NA,NA,negative_c,negative_c_, Cetobacterium,8.694291328313829e-6,1.5159014914328795e-5
NA,NA,negative_c,negative_c_, Candidatus Symbiobacter,9.418815605673314e-6,1.7440257607567465e-5
UV,T6,PS,PS_UV_T6, Algimonas,1.17000117000117e-4,1.6575420464451555e-4
UV,T6,PS,PS_UV_T6, Cm1-21,3.412503412503413e-5,4.8390342955556216e-5
no UV,T6,PP,PP_no UV_T6, Pir4 lineage,1.1748410872845091e-4,1.6731358244181354e-4
no UV,T6,PP,PP_no UV_T6, Balneola,9.27506121540402e-5,1.3150680397571896e-4
no UV,T6,PP,PP_no UV_T6, dgA-11 gut group,6.801711557962948e-5,1.1780909996820293e-4
no UV,T6,PP,PP_no UV_T6, Deinococcus,6.801711557962948e-5,9.825958180184472e-5
UV,T6,PE,PE_UV_T6, Porphyrobacter,5.269745495213778e-4,2.751821915735256e-4
UV,T6,Nylon,Nylon_UV_T6, Nautella,3.632306311924403e-4,1.5352816448417847e-4
UV,T6,Nylon,Nylon_UV_T6, MWH-UniP1 aquatic group,1.801605091033996e-4,1.681734543769797e-4
UV,T6,Nylon,Nylon_UV_T6, Ascidiaceihabitans,2.1677705961872367e-4,7.097500316883298e-5
UV,T6,Nylon,Nylon_UV_T6, Lactobacillus,9.651178822556183e-5,1.36675122197137e-4
no UV,T6,PS,PS_no UV_T6, Filomicrobium,3.9360042868065773e-4,3.2939363353007696e-4
no UV,T6,PS,PS_no UV_T6, Thalassococcus,2.1118219166360098e-4,1.9779409500540943e-4
no UV,T6,PE,PE_no UV_T6, Croceitalea,2.7277728801158966e-4,2.0580199413630423e-4
no UV,T6,PE,PE_no UV_T6, Ilumatobacter,5.699693949674216e-4,4.0854487356604404e-4
no UV,T6,PE,PE_no UV_T6, Rhodobacter,7.43500947057502e-4,2.1759118332223358e-4
no UV,T6,PE,PE_no UV_T6, Pseudaminobacter,4.1223393989328687e-4,2.93747273247662e-4
no UV,T6,PE,PE_no UV_T6, Marinovum,4.7471191885699906e-4,3.0307611945226253e-4
no UV,T6,PE,PE_no UV_T6, OM27 clade,2.2450206612341416e-4,2.3726801466093035e-4
no UV,T6,PE,PE_no UV_T6, Tropicibacter,0.00058978220209781045,4.2369621396105335e-4
no UV,T6,PE,PE_no UV_T6, Psychrosphaera,1.9680665333460308e-4,2.796242054304879e-4
no UV,T6,PE,PE_no UV_T6, Psychrilyobacter,6.983461892518174e-5,1.2095710810562581e-4
no UV,T6,PE,PE_no UV_T6, Ascidiaceihabitans,2.3161766981286082e-4,2.2537143116676655e-4
no UV,T6,PE,PE_no UV_T6, Pir4 lineage,6.983461892518174e-5,9.945413381683564e-5
no UV,T6,PE,PE_no UV_T6, Marinobacterium,1.7141224645271882e-4,2.439239029365191e-4
no UV,T6,PET,PET_no UV_T6, NS2b marine group,1.486962213196454e-4,1.4621209332654837e-4
no UV,T6,PET,PET_no UV_T6, Algimonas,1.5406688428614072e-4,2.1826673786046156e-4
no UV,T6,PET,PET_no UV_T6, Coraliomargarita,2.4072950669709484e-4,3.4104177790697114e-4
UV,T6,PP,PP_UV_T6, Marinicella,2.157765882401759e-4,3.0819061229447545e-4
UV,T6,PP,PP_UV_T6, Pseudohongiella,6.172034870401417e-4,2.36410743758122e-4
no UV,T6,Nylon,Nylon_no UV_T6, Pseudarthrobacter,9.784017806912409e-5,1.3901197743168995e-4
no UV,T6,Nylon,Nylon_no UV_T6, Silicimonas,1.8656414411116336e-4,1.9733753984412452e-4
UV,T6,Nylon,Nylon_UV_T6, unidentified marine bacterioplankton,2.7514422710790687e-4,1.960026312135878e-4
no UV,T6,PP,PP_no UV_T6, Litorimicrobium,5.4793941191510025e-5,4.003907662821256e-5
no UV,T6,PP,PP_no UV_T6, Ketogulonicigenium,1.2039594031386878e-4,8.620121098855526e-5
UV,T6,Nylon,Nylon_UV_T6, Prochlorococcus MIT9313,8.438818565400843e-5,1.1986981951224111e-4
UV,T6,Nylon,Nylon_UV_T6, Colwellia,1.0971347874580691e-4,9.239826608130466e-5
UV,T6,Nylon,Nylon_UV_T6, Rhodothalassium,5.157055789967182e-5,7.989276476002172e-5
UV,T6,Nylon,Nylon_UV_T6, Hellea,1.8688226977420276e-4,2.0085027229786628e-4
UV,T6,Nylon,Nylon_UV_T6, Rhodovulum,2.7124415274162113e-4,1.7952213814819245e-4
UV,T6,Nylon,Nylon_UV_T6, Aliikangiella,2.0029993570405482e-4,1.6807511233431688e-4
UV,T6,Nylon,Nylon_UV_T6, Imperialibacter,5.157055789967182e-5,8.932282645690413e-5
UV,T6,Nylon,Nylon_UV_T6, Marinifilum,9.845288326300984e-5,1.4222801208445306e-4
no UV,T1,Nylon,Nylon_no UV_T1, Pseudarthrobacter,1.6462383453808049e-4,2.338986418785734e-4
no UV,T1,Nylon,Nylon_no UV_T1, Delftia,0.0012729106195415994,6.862649227430962e-4
no UV,T6,PET,PET_no UV_T6, endosymbionts2,9.11516597888596e-5,1.4121154413656702e-4
no UV,T6,PET,PET_no UV_T6, Rubripirellula,1.7401680505145923e-4,2.471034613791527e-4
UV,T6,PET,PET_UV_T6, Shimia,5.442760798380249e-4,4.923644260961018e-4
no UV,T1,PE,PE_no UV_T1, Halioglobus,4.2452052929912683e-4,2.520738537693815e-4
no UV,T6,PE,PE_no UV_T6, Blastopirellula,2.5581990278843696e-4,3.6201700922941244e-4
no UV,T6,PE,PE_no UV_T6, Marinomonas,3.769977514776966e-4,5.37654614014735e-4
no UV,T6,PE,PE_no UV_T6, Subdoligranulum,0.00014810625950909507,2.2944523061911964e-4
no UV,T1,PP,PP_no UV_T1, Caulobacter,7.099751508697196e-4,0.0010129816093837507
no UV,T1,PP,PP_no UV_T1, Pedomicrobium,4.99688793196684e-4,1.7060099652843076e-4
no UV,T6,PP,PP_no UV_T6, Enterovibrio,2.7195013539437537e-4,1.3130960894996668e-4
UV,T6,PP,PP_UV_T6, Candidatus Symbiobacter,7.314899785872932e-5,1.1332194019944828e-4
UV,T1,PE,PE_UV_T1, Zeaxanthinibacter,0.001647627416520211,0.0016512847515787465
UV,T6,PE,PE_UV_T6, Tropicibacter,3.842419905742084e-4,7.639798699082276e-5
UV,T6,PE,PE_UV_T6, Pelagibius,7.137984070417966e-4,3.3227139669462407e-4
UV,T6,PE,PE_UV_T6, Pedomicrobium,2.799552710838368e-4,8.483452961127204e-5
UV,T6,PE,PE_UV_T6, Francisella,8.708336054688355e-5,1.2747698686546054e-4
UV,T6,PE,PE_UV_T6, CL500-3,2.543073304087991e-4,3.6400436667075937e-4
no UV,T6,PS,PS_no UV_T6, Corynebacterium,3.605548169253672e-4,4.7861595817492146e-4
no UV,T1,PP,PP_no UV_T1, Sphingorhabdus,3.8368236051289665e-4,5.429723549049549e-4
no UV,T1,PP,PP_no UV_T1, Congregibacter,2.60150419307932e-4,2.9459364124691776e-4
no UV,T1,PP,PP_no UV_T1, Euryhalocaulis,1.6089905440863408e-4,2.376636540518826e-4
UV,T1,PET,PET_UV_T1, Citreimonas,3.146003146003146e-4,4.719004719004719e-4
no UV,T6,PE,PE_no UV_T6, Sphingopyxis,3.051494914662623e-4,2.2649293222257435e-4
UV,T1,Nylon,Nylon_UV_T1, Ga0074140,2.2114997989545635e-4,3.317249698431846e-4
no UV,T1,PP,PP_no UV_T1, Pseudoclavibacter,2.1656070660664844e-4,3.151421180109204e-4
no UV,T6,PET,PET_no UV_T6, Rothia,7.577359554521745e-4,0.001076093568314627
no UV,T1,PS,PS_no UV_T1, OM27 clade,6.058911260253542e-4,8.577262759376233e-4
no UV,T1,PS,PS_no UV_T1, Jannaschia,8.301295409780298e-4,6.8563510163982e-4
no UV,T1,PS,PS_no UV_T1, Rothia,0.0031081538266564627,0.0028222918597780077
UV,T1,Nylon,Nylon_UV_T1, Delftia,0.005044390637610976,0.007136032273026088
no UV,T1,PE,PE_no UV_T1, Aestuariivita,0.0012517712762267572,0.0010662404951640547
no UV,T1,PE,PE_no UV_T1, CL500-3,3.4122414160801877e-4,4.884132807305929e-4
no UV,T1,PE,PE_no UV_T1, Peptoniphilus,4.478566858605246e-4,6.454301784849961e-4
no UV,T1,Nylon,Nylon_no UV_T1, Phreatobacter,0.0012195445266311407,0.0017283007946221325
no UV,T1,PE,PE_no UV_T1, Faecalibacterium,0.001549810923067386,0.002225746484462382
no UV,T1,PE,PE_no UV_T1, Rubritalea,0.0013504554619640308,0.001441653814576122
no UV,T1,PE,PE_no UV_T1, Muricauda,0.0013018411753766043,0.0018418284868584485
UV,T1,PET,PET_UV_T1, Polaribacter,0.0010822510822510823,0.0015985907919393862
UV,T1,PET,PET_UV_T1, Methylobacterium,0.004656191019827383,0.006107912050338682
NA,NA,negative_c,negative_c_, Enterovibrio,9.662747635997555e-5,1.679646472488104e-4
NA,NA,negative_c,negative_c_, Kaistia,2.471865674324956e-5,4.943731348649912e-5
NA,NA,negative_c,negative_c_, Hwanghaeicola,6.27227483984964e-5,8.170956581275918e-5
NA,NA,negative_c,negative_c_, Cohaesibacter,8.724393637560712e-5,1.0025790414161458e-4
NA,NA,negative_c,negative_c_, AT-s3-44,2.6965807356272247e-5,4.7563213444514984e-5
NA,NA,negative_c,negative_c_, Tamlana,5.0484652665589664e-5,9.133017303445991e-5
NA,NA,negative_c,negative_c_, Jejudonia,1.7271065385596464e-4,3.023092566755531e-4
NA,NA,negative_c,negative_c_, Haliangium,9.012848979834358e-5,1.2331746544365073e-4
NA,NA,negative_c,negative_c_, Comamonas,7.969767050954344e-6,1.3928967455178512e-5
UV,T6,PS,PS_UV_T6, Lutimaribacter,1.356409248830802e-4,3.7617882565574966e-5
UV,T6,PS,PS_UV_T6, Pseudorhodoferax,2.4375024375024375e-5,3.547087063243433e-5
no UV,T6,PP,PP_no UV_T6, Adhaeribacter,7.420048972323217e-5,1.0797757291815671e-4
no UV,T6,PP,PP_no UV_T6, Pseudooceanicola,2.834246226593376e-4,2.4329801046089403e-4
no UV,T6,PP,PP_no UV_T6, Candidatus Tenderia,6.801711557962948e-5,9.856616470535223e-5
no UV,T6,PP,PP_no UV_T6, Aliikangiella,1.4221760530286164e-4,2.029138886423245e-4
no UV,T6,PP,PP_no UV_T6, Hellea,2.5349691060083066e-4,2.1316403601141182e-4
